Omega,Tolerance,Step Size Rule,Iterations,Converged?,Gap LR,Gap Naive,Obj. Naive,Obj. LR,Gap,Time Naive,Time LR,Final Lambda,LB Heuristic
,,,,,,,,,,,,,-238.3917
,,,,,,,,,,,,,-239.21961
,,,,,,,,,,,,,-235.38394
,,,,,,,,,,,,,-238.17613
,,,,,,,,,,,,,-238.3058
,,,,,,,,,,,,,-233.48788
,,,,,,,,,,,,,-238.35796
,,,,,,,,,,,,,-234.26122
,,,,,,,,,,,,,-235.22676
,,,,,,,,,,,,,-235.59936
,,,,,,,,,,,,,-233.61034
,,,,,,,,,,,,,-234.25116
,,,,,,,,,,,,,-238.64853
,,,,,,,,,,,,,-235.30417
,,,,,,,,,,,,,-233.97421
,,,,,,,,,,,,,-238.19488
,,,,,,,,,,,,,-238.46453
,,,,,,,,,,,,,-234.12831
,,,,,,,,,,,,,-233.86958
,,,,,,,,,,,,,-234.21958
,,,,,,,,,,,,,-240.03376
,,,,,,,,,,,,,-240.07015
,,,,,,,,,,,,,-239.39123
,,,,,,,,,,,,,-239.30106
,,,,,,,,,,,,,-239.89591
,,,,,,,,,,,,,-238.5523
,,,,,,,,,,,,,-239.8193
,,,,,,,,,,,,,-239.56715
,,,,,,,,,,,,,-239.26574
,,,,,,,,,,,,,-239.54865
,,,,,,,,,,,,,-239.90061
,,,,,,,,,,,,,-239.47489
,,,,,,,,,,,,,-240.17951
,,,,,,,,,,,,,-239.24895
,,,,,,,,,,,,,-239.3387
,,,,,,,,,,,,,-239.25276
,,,,,,,,,,,,,-239.53625
,,,,,,,,,,,,,-239.43847
,,,,,,,,,,,,,-239.22196
,,,,,,,,,,,,,-239.5357
,,,,,,,,,,,,20463.0,-254.60989
,,,,,,,,,,,,18637.0,-254.76173
,,,,,,,,,,,,20428.0,-253.62417
,,,,,,,,,,,,19360.0,-253.22133
,,,,,,,,,,,,17163.0,-254.55148
,,,,,,,,,,,,9688.0,-253.39341
,,,,,,,,,,,,20052.0,-254.63496
,,,,,,,,,,,,19526.0,-253.68378
,,,,,,,,,,,,19746.0,-253.25018
,,,,,,,,,,,,19032.0,-253.79446
,,,,,,,,,,,,19006.0,-254.59096
,,,,,,,,,,,,19822.0,-253.72048
,,,,,,,,,,,,20444.0,-254.76214
,,,,,,,,,,,,20408.0,-253.5414
,,,,,,,,,,,,13990.0,-253.43584
,,,,,,,,,,,,15137.0,-253.47497
,,,,,,,,,,,,19016.0,-253.52998
,,,,,,,,,,,,20108.0,-253.47616
,,,,,,,,,,,,18003.0,-254.37568
,,,,,,,,,,,,13349.0,-253.74944
,,,,,,,,,,,,,-258.42757
,,,,,,,,,,,,,-255.16961
,,,,,,,,,,,,,-254.9767
,,,,,,,,,,,,,-254.56435
,,,,,,,,,,,,,-255.00554
,,,,,,,,,,,,,-254.84698
,,,,,,,,,,,,,-258.44606
,,,,,,,,,,,,,-255.09651
,,,,,,,,,,,,,-254.68638
,,,,,,,,,,,,,-254.30264
,,,,,,,,,,,,,-258.44542
,,,,,,,,,,,,,-255.10553
,,,,,,,,,,,,,-258.61763
,,,,,,,,,,,,,-254.91902
,,,,,,,,,,,,,-254.88254
,,,,,,,,,,,,,-254.95837
,,,,,,,,,,,,,-254.88449
,,,,,,,,,,,,,-254.88449
,,,,,,,,,,,,,-258.23742
,,,,,,,,,,,,,-255.19278
