Omega,Tolerance,Step Size Rule,Iterations,Converged?,Gap LR,Gap Naive,Obj. Naive,Obj. LR (UB),"Obj. LR (LB),",Gap,Time Naive,Time LR,Final Lambda,LB Heuristic,BBP,Best iter,Lambda best iter,Gamma best iter,Obj. LR
600.0,0.01,5.0,10.0,0.0,0.02165,0.08719,242.86644,251.5233,251.5233,0.02165,4237.0,2114.0,0.0,246.07828,0.0,1.0,1.27286,4.0,
600.0,0.01,6.0,3.0,0.0,0.02165,0.08719,242.86644,251.5233,251.5233,0.02165,4237.0,3827.0,3.54164,246.07828,0.0,1.0,1.27286,4.0,
600.0,0.01,1.0,10.0,0.0,0.03934,0.07084,243.84789,252.70669,252.70669,0.03506,4239.0,2386.0,320.16,242.765,0.0,2.0,1.83835,4.0,
600.0,0.01,2.0,3.0,0.0,0.03475,0.07084,243.84789,251.50399,251.50399,0.03044,4239.0,2600.0,0.0,242.765,0.0,3.0,1.25835,2.0,
600.0,0.01,3.0,10.0,0.0,0.04693,0.07084,243.84789,254.71976,254.71976,0.04268,4239.0,2239.0,341.64221,242.765,0.0,2.0,2.25835,6.0,
600.0,0.01,4.0,10.0,0.0,0.04693,0.07084,243.84789,254.71976,254.71976,0.04268,4239.0,2239.0,326.52681,242.765,0.0,2.0,2.25835,6.0,
600.0,0.01,5.0,10.0,0.0,0.05496,0.07084,243.84789,256.88257,250.98035,0.05074,4239.0,2271.0,0.0,242.765,0.0,1.0,1.25835,-1.0,
600.0,0.01,6.0,4.0,0.0,0.05534,0.07084,243.84789,256.98592,250.98035,0.05112,4239.0,4272.0,3.54304,242.765,0.0,1.0,1.25835,-1.0,
600.0,0.01,1.0,10.0,0.0,0.0211,0.06218,246.25401,254.13832,254.13832,0.0211,4237.0,2172.0,320.16,248.77496,0.0,1.0,1.30329,-1.0,
600.0,0.01,2.0,5.0,0.0,0.0211,0.06218,246.25401,254.13832,254.13832,0.0211,4237.0,2838.0,201.30329,248.77496,0.0,1.0,1.30329,-1.0,
600.0,0.01,3.0,10.0,0.0,0.0211,0.06218,246.25401,254.13832,254.13832,0.0211,4237.0,1845.0,341.64221,248.77496,0.0,1.0,1.30329,-1.0,
600.0,0.01,4.0,10.0,0.0,0.0211,0.06218,246.25401,254.13832,254.13832,0.0211,4237.0,1846.0,326.52681,248.77496,0.0,1.0,1.30329,-1.0,
600.0,0.01,5.0,10.0,0.0,0.0211,0.06218,246.25401,254.13832,254.13832,0.0211,4237.0,1947.0,0.0,248.77496,0.0,1.0,1.30329,-1.0,
600.0,0.01,6.0,4.0,0.0,0.02805,0.06218,246.25401,255.95522,254.13832,0.02805,4237.0,4268.0,11.98877,248.77496,0.0,1.0,1.30329,-1.0,
600.0,0.01,1.0,1.0,1.0,0.04837,0.09205,242.58037,260.74528,253.66701,0.04837,4252.0,2102.0,1.1375,248.13319,1.0,1.0,1.1375,0.0,
600.0,0.01,2.0,1.0,1.0,0.04891,0.09205,242.58037,260.89221,253.66701,0.04891,4252.0,2102.0,1.1375,248.13319,1.0,1.0,1.1375,0.0,
600.0,0.01,3.0,1.0,1.0,0.04816,0.09205,242.58037,260.68715,253.66701,0.04816,4252.0,2101.0,1.1375,248.13319,1.0,1.0,1.1375,0.0,
600.0,0.01,4.0,1.0,1.0,0.04763,0.09205,242.58037,260.54245,253.66701,0.04763,4252.0,2101.0,1.1375,248.13319,1.0,1.0,1.1375,0.0,
600.0,0.01,5.0,1.0,1.0,0.04891,0.09205,242.58037,260.89221,253.66701,0.04891,4252.0,2103.0,1.1375,248.13319,1.0,1.0,1.1375,0.0,
600.0,0.01,6.0,1.0,1.0,0.04891,0.09205,242.58037,260.89221,253.66701,0.04891,4252.0,2102.0,1.1375,248.13319,1.0,1.0,1.1375,0.0,
600.0,0.01,1.0,10.0,0.0,0.03856,0.07442,242.59375,248.98641,248.98641,0.02567,4236.0,1499.0,316.99602,239.38435,0.0,1.0,1.47602,2.0,
600.0,0.01,2.0,10.0,0.0,0.03856,0.07442,242.59375,248.98641,248.98641,0.02567,4236.0,1417.0,200.0,239.38435,0.0,1.0,1.47602,2.0,
600.0,0.01,3.0,10.0,0.0,0.03856,0.07442,242.59375,248.98641,248.98641,0.02567,4236.0,1233.0,427.14221,239.38435,0.0,1.0,1.47602,2.0,
600.0,0.01,4.0,10.0,0.0,0.03856,0.07442,242.59375,248.98641,248.98641,0.02567,4236.0,1226.0,400.13808,239.38435,0.0,1.0,1.47602,2.0,
600.0,0.01,5.0,10.0,0.0,0.03856,0.07442,242.59375,248.98641,248.98641,0.02567,4236.0,1481.0,0.0,239.38435,0.0,1.0,1.47602,2.0,
600.0,0.01,6.0,3.0,0.0,0.03856,0.07442,242.59375,248.98641,248.98641,0.02567,4236.0,3229.0,9.1835,239.38435,0.0,1.0,1.47602,2.0,
600.0,0.01,1.0,10.0,0.0,0.02103,0.10243,237.65901,251.00465,251.00465,0.02103,4238.0,1584.0,316.68,245.72631,0.0,1.0,1.19131,3.0,
600.0,0.01,2.0,10.0,0.0,0.02103,0.10243,237.65901,251.00465,251.00465,0.02103,4238.0,1662.0,200.0,245.72631,0.0,1.0,1.19131,3.0,
600.0,0.01,3.0,10.0,0.0,0.02103,0.10243,237.65901,251.00465,251.00465,0.02103,4238.0,1528.0,427.14221,245.72631,0.0,1.0,1.19131,3.0,
600.0,0.01,4.0,10.0,0.0,0.02103,0.10243,237.65901,251.00465,251.00465,0.02103,4238.0,1546.0,400.13808,245.72631,0.0,1.0,1.19131,3.0,
600.0,0.01,5.0,10.0,0.0,0.02103,0.10243,237.65901,251.00465,251.00465,0.02103,4238.0,1731.0,0.0,245.72631,0.0,1.0,1.19131,3.0,
600.0,0.01,6.0,3.0,0.0,0.02103,0.10243,237.65901,251.00465,251.00465,0.02103,4238.0,3612.0,6.77613,245.72631,0.0,1.0,1.19131,3.0,
600.0,0.01,1.0,2.0,0.0,0.01726,0.08645,243.28272,251.77564,251.77564,0.01726,4238.0,3177.0,0.08141,247.42953,0.0,2.0,0.66141,1.0,
600.0,0.01,2.0,10.0,0.0,0.01952,0.08645,243.28272,252.35564,252.35564,0.01952,4238.0,1773.0,200.0,247.42953,0.0,1.0,1.24141,1.0,
600.0,0.01,3.0,10.0,0.0,0.01952,0.08645,243.28272,252.35564,252.35564,0.01952,4238.0,1738.0,427.38362,247.42953,0.0,1.0,1.24141,1.0,
600.0,0.01,4.0,10.0,0.0,0.01952,0.08645,243.28272,252.35564,252.35564,0.01952,4238.0,1734.0,400.37949,247.42953,0.0,1.0,1.24141,1.0,
600.0,0.01,5.0,10.0,0.0,0.01952,0.08645,243.28272,252.35564,252.35564,0.01952,4238.0,1864.0,0.0,247.42953,0.0,1.0,1.24141,1.0,
600.0,0.01,6.0,3.0,0.0,0.01952,0.08645,243.28272,252.35564,252.35564,0.01952,4238.0,3852.0,15.68835,247.42953,0.0,1.0,1.24141,1.0,
600.0,0.01,1.0,10.0,0.0,0.03472,0.07004,249.03633,258.11283,254.33375,0.03472,4237.0,2143.0,316.68,249.15229,0.0,1.0,1.06324,5.0,
600.0,0.01,2.0,10.0,0.0,0.03612,0.07004,249.03633,258.4879,254.33375,0.03612,4237.0,2212.0,200.0,249.15229,0.0,1.0,1.06324,5.0,
600.0,0.01,3.0,10.0,0.0,0.0344,0.07004,249.03633,258.02831,254.33375,0.0344,4237.0,2153.0,427.14221,249.15229,0.0,1.0,1.06324,5.0,
600.0,0.01,4.0,10.0,0.0,0.0344,0.07004,249.03633,258.02831,254.33375,0.0344,4237.0,2146.0,400.13808,249.15229,0.0,1.0,1.06324,5.0,
600.0,0.01,5.0,10.0,0.0,0.03623,0.07004,249.03633,258.51788,254.33375,0.03623,4237.0,2221.0,0.0,249.15229,0.0,1.0,1.06324,5.0,
600.0,0.01,6.0,3.0,0.0,0.03892,0.07004,249.03633,259.24068,254.33375,0.03892,4237.0,4261.0,0.0,249.15229,0.0,1.0,1.06324,5.0,
600.0,0.01,1.0,10.0,0.0,0.02998,0.06987,243.27918,252.02311,252.02311,0.02998,4254.0,1728.0,316.84425,244.46824,0.0,1.0,1.32425,2.0,
600.0,0.01,2.0,10.0,0.0,0.02998,0.06987,243.27918,252.02311,252.02311,0.02998,4254.0,1814.0,200.0,244.46824,0.0,1.0,1.32425,2.0,
600.0,0.01,3.0,10.0,0.0,0.02998,0.06987,243.27918,252.02311,252.02311,0.02998,4254.0,1660.0,427.14221,244.46824,0.0,1.0,1.32425,2.0,
600.0,0.01,4.0,10.0,0.0,0.02998,0.06987,243.27918,252.02311,252.02311,0.02998,4254.0,1656.0,400.13808,244.46824,0.0,1.0,1.32425,2.0,
600.0,0.01,5.0,10.0,0.0,0.02998,0.06987,243.27918,252.02311,252.02311,0.02998,4254.0,1865.0,0.0,244.46824,0.0,1.0,1.32425,2.0,
600.0,0.01,6.0,3.0,0.0,0.02998,0.06987,243.27918,252.02311,252.02311,0.02998,4254.0,3694.0,0.0,244.46824,0.0,1.0,1.32425,2.0,
600.0,0.01,1.0,1.0,1.0,0.05591,0.05509,247.50851,256.28056,251.14026,0.03423,4241.0,2102.0,1.26062,241.95267,1.0,1.0,1.26062,0.0,
600.0,0.01,2.0,1.0,1.0,0.05618,0.05509,247.50851,256.35505,251.14026,0.03451,4241.0,2102.0,1.26062,241.95267,1.0,1.0,1.26062,0.0,
600.0,0.01,3.0,1.0,1.0,0.05532,0.05509,247.50851,256.12085,251.14026,0.03363,4241.0,2102.0,1.26062,241.95267,1.0,1.0,1.26062,0.0,
600.0,0.01,4.0,1.0,1.0,0.05591,0.05509,247.50851,256.28056,251.14026,0.03423,4241.0,2101.0,1.26062,241.95267,1.0,1.0,1.26062,0.0,
600.0,0.01,5.0,1.0,1.0,0.05659,0.05509,247.50851,256.4653,251.14026,0.03492,4241.0,2101.0,1.26062,241.95267,1.0,1.0,1.26062,0.0,
600.0,0.01,6.0,1.0,1.0,0.05827,0.05509,247.50851,256.92337,251.14026,0.03664,4241.0,2103.0,1.26062,241.95267,1.0,1.0,1.26062,0.0,
600.0,0.01,1.0,10.0,0.0,0.0489,0.04864,251.81213,255.83785,255.83785,0.01574,4237.0,1523.0,316.68,243.32793,0.0,1.0,1.0814,4.0,
600.0,0.01,2.0,10.0,0.0,0.0489,0.04864,251.81213,255.83785,255.83785,0.01574,4237.0,1696.0,200.0,243.32793,0.0,1.0,1.0814,4.0,
600.0,0.01,3.0,10.0,0.0,0.0489,0.04864,251.81213,255.83785,255.83785,0.01574,4237.0,1531.0,427.14221,243.32793,0.0,1.0,1.0814,4.0,
600.0,0.01,4.0,10.0,0.0,0.0489,0.04864,251.81213,255.83785,255.83785,0.01574,4237.0,1526.0,400.13808,243.32793,0.0,1.0,1.0814,4.0,
600.0,0.01,5.0,10.0,0.0,0.0489,0.04864,251.81213,255.83785,255.83785,0.01574,4237.0,1731.0,0.0,243.32793,0.0,1.0,1.0814,4.0,
600.0,0.01,6.0,3.0,0.0,0.0489,0.04864,251.81213,255.83785,255.83785,0.01574,4237.0,3532.0,0.0,243.32793,0.0,1.0,1.0814,4.0,
600.0,0.03,1.0,10.0,0.0,0.08978,0.16469,232.13278,276.77543,256.40264,0.08978,4241.0,2199.0,254.04,251.92719,0.0,1.0,0.57235,11.0,
600.0,0.03,2.0,10.0,0.0,0.08978,0.16469,232.13278,276.77543,256.40264,0.08978,4241.0,2337.0,200.0,251.92719,0.0,1.0,0.57235,11.0,
600.0,0.03,3.0,10.0,0.0,0.08978,0.16469,232.13278,276.77543,256.40264,0.08978,4241.0,2195.0,381.42662,251.92719,0.0,1.0,0.57235,11.0,
600.0,0.03,4.0,10.0,0.0,0.08978,0.16469,232.13278,276.77543,256.40264,0.08978,4241.0,2196.0,351.88611,251.92719,0.0,1.0,0.57235,11.0,
600.0,0.03,5.0,10.0,0.0,0.08978,0.16469,232.13278,276.77543,256.40264,0.08978,4241.0,2437.0,0.0,251.92719,0.0,1.0,0.57235,11.0,
600.0,0.03,6.0,3.0,0.0,0.07862,0.16469,232.13278,273.42266,262.11107,0.07862,4241.0,4257.0,0.0,251.92719,0.0,3.0,0.91885,17.0,
600.0,0.03,1.0,2.0,0.0,0.03463,0.09964,251.53009,,,0.03463,4234.0,2533.0,337.56,251.90773,,,,,260.94295
600.0,0.03,2.0,2.0,0.0,0.03463,0.09964,251.53009,,,0.03463,4234.0,2564.0,0.34364,251.90773,,,,,260.94295
600.0,0.03,3.0,2.0,0.0,0.03463,0.09964,251.53009,,,0.03463,4234.0,2544.0,436.5,251.90773,,,,,260.94295
600.0,0.03,4.0,2.0,0.0,0.03463,0.09964,251.53009,,,0.03463,4234.0,2585.0,411.53615,251.90773,,,,,260.94295
600.0,0.03,5.0,2.0,0.0,0.03463,0.09964,251.53009,,,0.03463,4234.0,2551.0,0.25773,251.90773,,,,,260.94295
600.0,0.03,6.0,2.0,0.0,0.03463,0.09964,251.53009,,,0.03463,4234.0,2582.0,0.92746,251.90773,,,,,260.94295
600.0,0.03,1.0,2.0,0.0,0.02471,0.12376,242.6029,,,0.02471,4232.0,2551.0,337.56,245.93653,,,,,252.16799
600.0,0.03,2.0,2.0,0.0,0.02471,0.12376,242.6029,,,0.02471,4232.0,2570.0,0.34364,245.93653,,,,,252.16799
600.0,0.03,3.0,2.0,0.0,0.02471,0.12376,242.6029,,,0.02471,4232.0,2543.0,436.5,245.93653,,,,,252.16799
600.0,0.03,4.0,2.0,0.0,0.02471,0.12376,242.6029,,,0.02471,4232.0,2516.0,411.53615,245.93653,,,,,252.16799
600.0,0.03,5.0,2.0,0.0,0.02471,0.12376,242.6029,,,0.02471,4232.0,2546.0,0.25773,245.93653,,,,,252.16799
600.0,0.03,6.0,2.0,0.0,0.02471,0.12376,242.6029,,,0.02471,4232.0,2611.0,0.94248,245.93653,,,,,252.16799
600.0,0.03,1.0,2.0,0.0,0.03705,0.10466,248.46989,,,0.02642,4239.0,2590.0,337.56,245.75789,,,,,255.21324
600.0,0.03,2.0,2.0,0.0,0.03705,0.10466,248.46989,,,0.02642,4239.0,2622.0,0.34364,245.75789,,,,,255.21324
600.0,0.03,3.0,2.0,0.0,0.03705,0.10466,248.46989,,,0.02642,4239.0,2588.0,436.5,245.75789,,,,,255.21324
600.0,0.03,4.0,2.0,0.0,0.03705,0.10466,248.46989,,,0.02642,4239.0,2621.0,411.53615,245.75789,,,,,255.21324
600.0,0.03,5.0,2.0,0.0,0.03705,0.10466,248.46989,,,0.02642,4239.0,2599.0,0.25773,245.75789,,,,,255.21324
600.0,0.03,6.0,2.0,0.0,0.03705,0.10466,248.46989,,,0.02642,4239.0,2688.0,0.94248,245.75789,,,,,255.21324
600.0,0.03,1.0,2.0,0.0,0.01121,0.11713,244.57126,,,0.01121,4234.0,2576.0,337.56,249.63216,,,,,252.46342
600.0,0.03,2.0,2.0,0.0,0.01121,0.11713,244.57126,,,0.01121,4234.0,2534.0,0.34364,249.63216,,,,,252.46342
600.0,0.03,3.0,2.0,0.0,0.01121,0.11713,244.57126,,,0.01121,4234.0,2537.0,436.5,249.63216,,,,,252.46342
600.0,0.03,4.0,2.0,0.0,0.01121,0.11713,244.57126,,,0.01121,4234.0,2521.0,411.53615,249.63216,,,,,252.46342
600.0,0.03,5.0,2.0,0.0,0.01121,0.11713,244.57126,,,0.01121,4234.0,2572.0,0.25773,249.63216,,,,,252.46342
600.0,0.03,6.0,2.0,0.0,0.01121,0.11713,244.57126,,,0.01121,4234.0,2966.0,0.66199,249.63216,,,,,252.46342
600.0,0.03,1.0,2.0,0.0,0.0151,0.13317,240.90255,,,0.0151,4237.0,2525.0,337.56,245.38062,,,,,249.14221
600.0,0.03,2.0,2.0,0.0,0.0151,0.13317,240.90255,,,0.0151,4237.0,2564.0,0.34364,245.38062,,,,,249.14221
600.0,0.03,3.0,2.0,0.0,0.0151,0.13317,240.90255,,,0.0151,4237.0,2526.0,436.5,245.38062,,,,,249.14221
600.0,0.03,4.0,2.0,0.0,0.0151,0.13317,240.90255,,,0.0151,4237.0,2526.0,411.53615,245.38062,,,,,249.14221
600.0,0.03,5.0,2.0,0.0,0.0151,0.13317,240.90255,,,0.0151,4237.0,2553.0,0.25773,245.38062,,,,,249.14221
600.0,0.03,6.0,2.0,0.0,0.0151,0.13317,240.90255,,,0.0151,4237.0,2810.0,0.79557,245.38062,,,,,249.14221
600.0,0.03,1.0,2.0,0.0,0.01969,0.10798,247.9088,,,0.01969,4233.0,2583.0,337.56,251.42927,,,,,256.48056
600.0,0.03,2.0,2.0,0.0,0.01969,0.10798,247.9088,,,0.01969,4233.0,2595.0,0.34364,251.42927,,,,,256.48056
600.0,0.03,3.0,2.0,0.0,0.01969,0.10798,247.9088,,,0.01969,4233.0,2551.0,436.5,251.42927,,,,,256.48056
600.0,0.03,4.0,2.0,0.0,0.01969,0.10798,247.9088,,,0.01969,4233.0,2596.0,411.53615,251.42927,,,,,256.48056
600.0,0.03,5.0,2.0,0.0,0.01969,0.10798,247.9088,,,0.01969,4233.0,2575.0,0.25773,251.42927,,,,,256.48056
600.0,0.03,6.0,2.0,0.0,0.01969,0.10798,247.9088,,,0.01969,4233.0,2609.0,0.92511,251.42927,,,,,256.48056
600.0,0.03,1.0,2.0,0.0,0.02256,0.12177,244.497,,,0.02256,4237.0,2555.0,337.56,248.63152,,,,,254.37057
600.0,0.03,2.0,2.0,0.0,0.02256,0.12177,244.497,,,0.02256,4237.0,2574.0,0.34364,248.63152,,,,,254.37057
