235      0.029
545 8      0.148       0.009 Equation   Const_6 (2300)
541 7      0.174       0.009 Equation   Const_5 (2300)
538 4      0.269       0.008 Equation   Const_4_2 (2200)
535 6      0.339       0.008 Equation   Const_4_1 (2200)
530 9      0.249       0.007 Equation   Const_3_2 (2300)
527 3      0.338       0.007 Equation   Const_3_1 (2300)
597 5      0.658       0.010 GAMS Fini   
597 2      1.575       0.010 Solve Fini schedule (73525)
511 10      0.278       0.006 Equation   Const1_1 (2400)
502 1      0.166       0.004 Equation   Objective (1)
