 ,value
scen12,1
scen5,0
scen8,0
scen3,0
scen19,0
scen1,0
scen6,0
scen14,0
scen10,0
scen9,0
scen11,0
scen7,0
scen4,0
scen15,0
scen13,0
scen2,0
scen18,0
scen16,0
scen17,0
scen20,0
