,Solar: actuals,Solar: forecasts,Solar: quicklow_diverse1,Solar: quicklow_diverse2,Solar: quicklow_diverse3,Solar: quicklow_diverse4,Solar: quickhigh_diverse1,Solar: quickhigh_diverse2,Solar: quickhigh_diverse3,Solar: quickhigh_diverse4
Probability,1.0,1.0,0.09230619573374983,0.14672386813103735,0.15327626321852977,0.1076936729166831,0.10769367291668312,0.15327626321852975,0.14672386813103738,0.0923061957337498
2013-10-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-10 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-10 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-10 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-10 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-10 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-10 06:00:00,0.0,85.63512672,52.992975359589884,52.992975359589884,52.992975359589884,52.992975359589884,127.82075204432314,127.82075204432314,127.82075204432314,127.82075204432314
2013-10-10 07:00:00,12.40000008,261.30343824000005,196.01913551917983,196.01913551917983,196.01913551917983,196.01913551917983,345.6746888886463,345.6746888886463,345.6746888886463,345.6746888886463
2013-10-10 08:00:00,134.19999996,539.4667356,441.54028151876963,441.54028151876963,441.54028151876963,441.54028151876963,666.0236115729695,666.0236115729695,666.0236115729695,666.0236115729695
2013-10-10 09:00:00,841.59999924,760.86298236,630.2943769183596,630.2943769183596,630.2943769183596,630.2943769183596,929.6054836572926,929.6054836572926,929.6054836572926,929.6054836572926
2013-10-10 10:00:00,1110.4000003200001,933.1049551200001,769.8941983179495,769.8941983179495,769.8941983179495,769.8941983179495,1144.033081741616,1144.033081741616,1144.033081741616,1144.033081741616
2013-10-10 11:00:00,1245.3000003599998,1100.36501796,902.7452394186513,958.8427231937632,992.3771749415927,1032.8480877686777,1202.0563461575844,1258.1538299326962,1291.6882816805257,1332.1591945076107
2013-10-10 12:00:00,1310.7999995999999,1376.2916762400002,1144.2628759593536,1256.4578435095773,1323.5267470052363,1404.4685726594064,1368.7462060135533,1480.941173563777,1548.010077059436,1560.0
2013-10-10 13:00:00,1231.1999996400002,1388.22384948,1121.786027460055,1290.0784787853909,1390.6818340288794,1512.0945725101344,1271.4415808295216,1439.7340321548572,1540.337387398346,1560.0
2013-10-10 14:00:00,796.1999994,1231.2147744000001,930.3679306407572,1154.7578657412048,1288.895672732523,1450.779324040863,1005.1957073254905,1229.5856424259382,1363.7234494172562,1525.6071007255962
2013-10-10 15:00:00,797.7000002399999,987.08644632,651.8305808214591,932.3179996970186,1099.9902584361664,1302.3448225715913,651.8305808214591,932.3179996970186,1099.9902584361664,1302.3448225715913
2013-10-10 16:00:00,533.79999972,660.62771268,392.42302028116717,616.8129553816148,750.950762372933,912.834413681273,392.42302028116717,616.8129553816148,750.950762372933,912.834413681273
2013-10-10 17:00:00,349.79999964,421.89263532,220.73911602087543,389.03156734621115,489.6349225896998,611.0476610709547,220.73911602087543,389.03156734621115,489.6349225896998,611.0476610709547
2013-10-10 18:00:00,137.99999928,162.66348384000003,28.561137640583638,140.75610519080743,207.82500868646653,288.76683434063654,28.561137640583638,140.75610519080743,207.82500868646653,288.76683434063654
2013-10-10 19:00:00,50.8999998,95.52057216,28.469399060291806,84.5668828354037,118.10133458323325,158.57224741031825,28.469399060291806,84.5668828354037,118.10133458323325,158.57224741031825
2013-10-10 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-10 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-10 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-10 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
