2303      0.011
774 2      0.078       0.005 Loop       
957 10      0.284       0.040 Solve Fini schedule (441025)
909 1      0.048       0.032 Equation   Const_4_2 (13200)
918 5      0.021       0.040 Equation   Const_6 (13800)
869 6      0.056       0.011 Equation   Objective (1)
905 3      0.048       0.029 Equation   Const_4_1 (13200)
913 9      0.018       0.036 Equation   Const_5 (13800)
896 4      0.019       0.022 Equation   Const_3_1 (13800)
899 8      0.021       0.026 Equation   Const_3_2 (13800)
957 7      0.110       0.040 GAMS Fini   
