,Omega,Tolerance,Step Size Rule,Iterations,Converged?,Gap LR,Gap Naive,Obj. Naive,Obj. LR,Gap,Time Naive,Time LR,Final Lambda,LB Heuristic,Heuristic Time,IR,AP
0,1500.0,0.03,1.0,2.0,0.0,0.02631,0.15297,236.55075,248.81654,0.02631,4211.0,2422.0,843.9,242.27095,,-239.5861,0.0
1,1500.0,0.03,2.0,2.0,0.0,0.02631,0.15297,236.55075,248.81654,0.02631,4211.0,2427.0,0.13746,242.27095,,-239.5861,0.0
2,1500.0,0.03,3.0,2.0,0.0,0.02631,0.15297,236.55075,248.81654,0.02631,4211.0,2418.0,1091.25,242.27095,,-239.5861,0.0
3,1500.0,0.03,4.0,2.0,0.0,0.02631,0.15297,236.55075,248.81654,0.02631,4211.0,2416.0,1028.84037,242.27095,,-239.5861,0.0
4,1500.0,0.03,5.0,2.0,0.0,0.02631,0.15297,236.55075,248.81654,0.02631,4211.0,2424.0,0.10309,242.27095,,-239.5861,0.0
5,1500.0,0.03,6.0,2.0,0.0,0.02631,0.15297,236.55075,248.81654,0.02631,4211.0,2422.0,0.38191,242.27095,50.0,-239.5861,0.0
