523      0.014
541 10      0.236       0.009 Equation   Const_5 (2300)
538 9      0.302       0.008 Equation   Const_4_2 (2200)
535 3      0.343       0.008 Equation   Const_4_1 (2200)
530 4      0.311       0.007 Equation   Const_3_2 (2300)
527 2      0.234       0.007 Equation   Const_3_1 (2300)
511 1      0.167       0.006 Equation   Const1_1 (2400)
502 5      0.062       0.004 Equation   Objective (1)
545 8      0.191       0.009 Equation   Const_6 (2300)
597 6      0.626       0.010 GAMS Fini   
597 7      1.607       0.010 Solve Fini schedule (73525)
