5536      0.033
3129 3      0.041       0.005 Loop       
3202 5      0.077       0.018 Equation   Objective (1)
3128 9      0.636       0.005 Loop       
3129 2      0.043       0.005 Loop       
3256 6      0.211       0.048 Solve Fini schedule (319525)
3204 8      0.048       0.035 Equation   Const1 (34500)
3129 10      0.036       0.005 Loop       
3129 4      0.045       0.005 Loop       
3256 1      0.151       0.048 GAMS Fini   
3129 7      0.044       0.005 Loop       
