"iter1",0.000,3.000
"iter2",0.000,161.000
"iter3",-254.656,1835.000
"iter4",-254.646,1885.000
"iter5",-253.588,1876.000
"iter6",-253.588,1857.000
"iter7",-253.587,1862.000
"iter8",-253.586,1883.000
"iter9",-252.393,1894.000
"iter10",-252.393,1889.000
"iter11",-252.393,1908.000
"iter12",-252.414,1851.000
"iter13",-252.414,1835.000
"iter14",-252.393,1846.000
"iter15",-252.393,1843.000
"iter16",-252.393,1837.000
"iter17",-252.393,1841.000
"iter18",-252.393,1847.000
"iter19",-252.393,1844.000
"iter20",-251.971,1753.000
"iter21",-252.393,1629.000
"iter22",-252.393,137.000
"iter23",-252.393,1850.000
"iter24",-252.393,235.000
"iter25",-252.414,1895.000
"iter26",-252.419,1904.000
"iter27",-252.419,125.000
"iter28",-252.393,1866.000
"iter29",-252.393,2173.000
"iter30",-252.419,1822.000
