2301      0.011
896 2      0.020       0.022 Equation   Const_3_1 (13800)
959 3      0.294       0.040 Solve Fini schedule (441025)
959 9      0.113       0.040 GAMS Fini   
909 10      0.047       0.032 Equation   Const_4_2 (13200)
918 6      0.021       0.040 Equation   Const_6 (13800)
905 4      0.048       0.029 Equation   Const_4_1 (13200)
913 5      0.018       0.036 Equation   Const_5 (13800)
899 8      0.020       0.026 Equation   Const_3_2 (13800)
774 1      0.076       0.005 Loop       
869 7      0.057       0.011 Equation   Objective (1)
