,Omega,Tolerance,Step Size Rule,Iterations,Converged?,Gap LR,Gap Naive,Obj. Naive,Obj. LR,Gap,Time Naive,Time LR,Final Lambda,LB Heuristic,Heuristic Time,IR,AP
0,1500.0,0.07,1.0,2.0,0.0,0.04462,0.20438,233.79623,253.02033,0.04462,4212.0,2501.0,809.1,241.73065,,-255.07902,0.0
1,1500.0,0.07,2.0,2.0,0.0,0.04462,0.20438,233.79623,253.02033,0.04462,4212.0,2521.0,0.14337,241.73065,,-255.07902,0.0
2,1500.0,0.07,3.0,2.0,0.0,0.04462,0.20438,233.79623,253.02033,0.04462,4212.0,2516.0,1046.25,241.73065,,-255.07902,0.0
3,1500.0,0.07,4.0,2.0,0.0,0.04462,0.20438,233.79623,253.02033,0.04462,4212.0,2517.0,986.41396,241.73065,,-255.07902,0.0
4,1500.0,0.07,5.0,2.0,0.0,0.04462,0.20438,233.79623,253.02033,0.04462,4212.0,2521.0,0.10753,241.73065,,-255.07902,0.0
5,1500.0,0.07,6.0,2.0,0.0,0.04462,0.20438,233.79623,253.02033,0.04462,4212.0,2549.0,0.42667,241.73065,56.0,-255.07902,0.0
