1.000,-16028.484
2.000,-13164.742
3.000,-15480.380
4.000,-14685.206
5.000,-21108.933
6.000,-11350.878
7.000,-12414.054
8.000,-15037.531
9.000,-14341.212
10.000,-17061.447
11.000,-14095.893
12.000,-20192.100
13.000,-15724.072
14.000,-16757.768
15.000,-14390.154
16.000,-13827.450
17.000,-14984.401
18.000,-16360.120
19.000,-15665.240
20.000,-12658.503
21.000,-13017.090
22.000,-15504.845
23.000,-19203.862
24.000,-15826.737
25.000,-12983.285
26.000,-12241.452
27.000,-16260.832
28.000,-17979.623
29.000,-13427.779
30.000,-14226.146
31.000,-15348.492
32.000,-13860.339
33.000,-13868.045
34.000,-14786.692
35.000,-7899.052
36.000,-16376.504
37.000,-13581.160
38.000,-17958.525
39.000,-16529.151
40.000,-14045.614
41.000,-19109.532
42.000,-10457.134
43.000,-19598.193
44.000,-13379.081
45.000,-12842.339
46.000,-18449.203
47.000,-18884.502
48.000,-14655.385
49.000,-12460.280
50.000,-16109.392
51.000,-16684.473
52.000,-15453.749
53.000,-16123.370
54.000,-13460.873
55.000,-13309.663
56.000,-15116.075
57.000,-13914.746
58.000,-14594.184
59.000,-16784.741
60.000,-16883.277
61.000,-17030.719
62.000,-11764.870
63.000,-11398.967
64.000,-11813.355
65.000,-13555.099
66.000,-14539.331
67.000,-14122.321
68.000,-13907.708
69.000,-14378.936
70.000,-16102.600
71.000,-10006.331
72.000,-9638.014
73.000,-16952.558
74.000,-14717.799
75.000,-16712.863
76.000,-12688.207
77.000,-10872.611
78.000,-18708.676
79.000,-16510.903
80.000,-9848.283
81.000,-11639.479
82.000,-11522.770
83.000,-12435.013
84.000,-12524.706
85.000,-11775.731
86.000,-16689.425
87.000,-16884.521
88.000,-12581.707
89.000,-15637.600
90.000,-15819.156
91.000,-13666.267
92.000,-13852.929
93.000,-19298.704
94.000,-20228.664
95.000,-13126.312
96.000,-14974.772
97.000,-12041.926
98.000,-15666.281
99.000,-10980.799
100.000,-11414.431
101.000,-16419.146
102.000,-11142.354
103.000,-14130.842
104.000,-12232.739
105.000,-18364.520
106.000,-12362.153
107.000,-17450.023
108.000,-10901.710
109.000,-15652.145
110.000,-15072.028
111.000,-13697.601
112.000,-14745.608
113.000,-14207.672
114.000,-11095.167
115.000,-13076.898
116.000,-11003.343
117.000,-15369.986
118.000,-10997.741
119.000,-16953.254
120.000,-10133.747
121.000,-17886.428
122.000,-13272.089
123.000,-14695.277
124.000,-16361.678
125.000,-11471.231
126.000,-16870.109
127.000,-12305.153
128.000,-13642.629
129.000,-13505.965
130.000,-14404.248
131.000,-14509.356
132.000,-16395.616
133.000,-15485.702
134.000,-14944.287
135.000,-11186.648
136.000,-14671.033
137.000,-9391.484
138.000,-15373.940
139.000,-13363.356
140.000,-14425.799
141.000,-15081.550
142.000,-14302.156
143.000,-13749.014
144.000,-16998.215
145.000,-10770.766
146.000,-15110.979
147.000,-17585.754
148.000,-14922.896
149.000,-13729.094
150.000,-10044.762
151.000,-12684.691
152.000,-16225.768
153.000,-11673.074
154.000,-10182.731
155.000,-16805.107
156.000,-12273.573
157.000,-11558.533
158.000,-16280.548
159.000,-10603.009
160.000,-15718.368
161.000,-17654.622
162.000,-16803.813
163.000,-10585.170
164.000,-15547.062
165.000,-20199.962
166.000,-17821.925
167.000,-15507.819
168.000,-12795.247
169.000,-18257.053
170.000,-12218.248
171.000,-13122.191
172.000,-12998.873
173.000,-10760.975
174.000,-18802.235
175.000,-12849.445
176.000,-13840.270
177.000,-16856.071
178.000,-13847.701
179.000,-19088.461
180.000,-18041.368
181.000,-12558.992
182.000,-13413.613
183.000,-14692.295
184.000,-13034.123
185.000,-12231.665
186.000,-20177.703
187.000,-12335.146
188.000,-15114.341
189.000,-15049.305
190.000,-10957.340
191.000,-15008.688
192.000,-15793.088
193.000,-12498.681
194.000,-14824.098
195.000,-12760.133
196.000,-18183.782
197.000,-15218.567
198.000,-13318.914
