3375      0.024
2012 8      0.024       0.004 Loop       
2145 2      0.255       0.030 Solve Fini schedule (191725)
2012 7      0.032       0.004 Loop       
2012 5      0.029       0.004 Loop       
2088 6      0.087       0.012 Equation   Objective (1)
2012 10      0.041       0.004 Loop       
2145 9      0.142       0.030 GAMS Fini   
2011 3      0.415       0.004 Loop       
2016 4      0.032       0.004 Assignment dummy (900)
2012 1      0.032       0.004 Loop       
