,iter1,iter2,iter3,iter4,iter5,iter6,iter7,iter8,iter9,iter10,iter11,iter12,iter13,iter14,iter15,iter16,iter17,iter18,iter19,iter20,iter21,iter22,iter23,iter24,iter25,iter26,iter27,iter28,iter29,iter30
t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t8,5,6.65,6.11,5,5,5,5,5,5,1.31,0.26,1.31,8.3,6.61,8.28,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t9,42.74,67.68,67.68,93.29,93.29,93.29,93.29,93.29,70.03,71.03,71.03,71.03,97.18,63.504,50.24,50.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t10,622.06,631.3,631.3,622.06,622.06,622.06,612.81,622.06,600.33,600.33,614.01,631.3,658.59,653.4,609.17,587.777,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t11,684.618,649.678,609.38,747.77,747.77,773.43,794.22,794.22,837.26,837.26,816.967,826.503,864.111,752.78,849.021,796.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t12,801.23,807.86,878.54,747.573,747.573,724.156,740.785,731.049,792.67,792.983,883.94,844.47,887.268,935.9,851.98,843.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t13,1000.61,1000.61,988.288,964.38,964.38,967.63,967.63,970.4,942.14,942.14,970.4,963.54,882.273,841.49,856.584,924.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t14,1044.96,1044.96,1042.17,1088.07,1088.07,1088.07,1056,1056,1062.954,1064.8,1056,1064.8,942.55,1030.14,999.556,1055.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t15,944.03,941.15,960.86,935.33,916.78,929.87,920.88,916.83,970.05,968.1,1067.58,1038.93,1003.49,953.077,971.55,1012.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t16,930.21,930.21,930.21,925.16,921.65,908.82,910.75,921.18,919.23,921.18,943.953,951.83,953.09,934.11,949.81,920.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t17,788.62,788.62,788.62,814.21,836.27,836.27,843.07,836.27,820.31,820.31,806.45,815.667,817.11,836.09,820.39,793.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t18,867.3,867.3,847.59,847.59,847.59,847.59,847.59,847.59,847.59,847.59,847.59,847.59,847.59,847.59,847.59,847.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t19,181.31,184.19,184.19,189.18,189.18,188.92,189.18,189.6,197.35,197.35,208.538,187.69,193.54,193.54,193.54,185.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t20,136.25,136.25,136.25,147.14,147.14,147.14,147.14,147.14,111.754,111.754,130.569,134.323,123.81,122.02,121.93,121.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t24,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0
