,Solar: actuals,Solar: forecasts,Solar: quicklow_diverse1,Solar: quicklow_diverse2,Solar: quicklow_diverse3,Solar: quicklow_diverse4,Solar: quickhigh_diverse1,Solar: quickhigh_diverse2,Solar: quickhigh_diverse3,Solar: quickhigh_diverse4
Probability,1.0,1.0,0.10928082605924837,0.15395548030956643,0.14604467325210466,0.09071902037908061,0.09071902037908064,0.14604467325210463,0.15395548030956646,0.10928082605924834
2014-02-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-06 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-06 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-06 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-06 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-06 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-06 06:00:00,0.0,6.89192556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-06 07:00:00,5.800000440000001,233.383527,190.93786395377845,190.93786395377845,190.93786395377845,190.93786395377845,256.876013230247,256.876013230247,256.876013230247,256.876013230247
2014-02-06 08:00:00,84.30000072,396.72205716,318.72265662755694,318.72265662755694,318.72265662755694,318.72265662755694,450.5989551804941,450.5989551804941,450.5989551804941,450.5989551804941
2014-02-06 09:00:00,348.89999976,609.55741548,496.0042774613354,496.0042774613354,496.0042774613354,496.0042774613354,693.8187252907411,693.8187252907411,693.8187252907411,693.8187252907411
2014-02-06 10:00:00,932.4000004799999,922.47248808,773.3656125751138,773.3656125751138,773.3656125751138,773.3656125751138,1037.118209680988,1037.118209680988,1037.118209680988,1037.118209680988
2014-02-06 11:00:00,1208.1999992400001,1141.54754688,956.8869338888924,956.8869338888924,956.8869338888924,956.8869338888924,1286.5776802712353,1286.5776802712353,1286.5776802712353,1286.5776802712353
2014-02-06 12:00:00,1273.8999998400002,1156.96268376,935.3813444940288,1006.5507860148323,1049.360503705743,1100.6054470942088,1182.6494042807858,1253.8188458015893,1296.6285634925,1347.8735068809658
2014-02-06 13:00:00,1257.09999948,1256.03553504,997.5334694991654,1139.8723525407725,1225.4917879225939,1327.9816746995255,1162.3788426903368,1304.7177257319438,1390.3371611137652,1492.8270478906968
2014-02-06 14:00:00,1188.49999944,1158.05006616,862.6272743443019,1076.1355989067124,1204.5647519794445,1358.299582144842,945.0499609398876,1158.558285502298,1286.9874385750302,1440.7222687404276
2014-02-06 15:00:00,1029.70000068,957.00850596,624.6649878694385,909.3427539526524,1080.5816247162952,1285.5613982701584,624.6649878694385,909.3427539526524,1080.5816247162952,1285.5613982701584
2014-02-06 16:00:00,795.2999995199999,733.36695744,467.49214296755076,695.2343558341219,832.2254524450361,996.2092712881267,467.49214296755076,695.2343558341219,832.2254524450361,996.2092712881267
2014-02-06 17:00:00,492.20000076,497.7971076,298.39099674566313,469.1976563955914,571.9409788537771,694.9288429860951,298.39099674566313,469.1976563955914,571.9409788537771,694.9288429860951
2014-02-06 18:00:00,173.79999936,242.03180196,109.09439472377542,222.96550115706094,291.4610494625181,373.45295888406343,109.09439472377542,222.96550115706094,291.4610494625181,373.45295888406343
2014-02-06 19:00:00,61.599999239999995,0.0,0.0,0.0,24.714623751259055,65.71057846203172,0.0,0.0,24.714623751259055,65.71057846203172
2014-02-06 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-06 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-06 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-06 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
