1.000,-13130.248
2.000,-16607.501
3.000,-16919.192
4.000,-14686.488
5.000,-15227.862
6.000,-17775.465
7.000,-15381.323
8.000,-13597.463
9.000,-11123.361
10.000,-13249.988
11.000,-10277.132
12.000,-17387.855
13.000,-18718.586
14.000,-13503.987
15.000,-12684.286
16.000,-17902.520
17.000,-11391.325
18.000,-13389.985
19.000,-18837.436
20.000,-15110.959
21.000,-12667.246
22.000,-12701.974
23.000,-14115.630
24.000,-15359.723
25.000,-15066.727
26.000,-15624.530
27.000,-12233.505
28.000,-14042.834
29.000,-13805.669
30.000,-17822.104
31.000,-15453.040
32.000,-20870.986
33.000,-16001.531
34.000,-10183.310
35.000,-15313.087
36.000,-11295.812
37.000,-15245.953
38.000,-15054.915
39.000,-16920.354
40.000,-15240.744
41.000,-17405.320
42.000,-16591.635
43.000,-17633.138
44.000,-15366.971
45.000,-12672.761
46.000,-16065.958
47.000,-17679.144
48.000,-14442.373
49.000,-13638.408
50.000,-12415.582
51.000,-14716.848
52.000,-15251.682
53.000,-16713.270
54.000,-12372.095
55.000,-17181.884
56.000,-12955.368
57.000,-16830.342
58.000,-12701.776
59.000,-15063.853
60.000,-12149.513
61.000,-13899.994
62.000,-13902.794
63.000,-15747.220
64.000,-11822.970
65.000,-14801.823
66.000,-15994.340
67.000,-12130.177
68.000,-16378.125
69.000,-13040.954
70.000,-14794.688
71.000,-16500.678
72.000,-17156.045
73.000,-13467.842
74.000,-12086.941
75.000,-15845.349
76.000,-14387.929
77.000,-12902.869
78.000,-12743.089
79.000,-16161.094
80.000,-11967.976
81.000,-20745.538
82.000,-15694.657
83.000,-13964.406
84.000,-11719.144
85.000,-10652.121
86.000,-16507.023
87.000,-15115.610
88.000,-17618.527
89.000,-15263.253
90.000,-11628.538
91.000,-16754.341
92.000,-12107.521
93.000,-19808.745
94.000,-16530.914
95.000,-20287.311
96.000,-14099.170
97.000,-15856.618
98.000,-12352.775
99.000,-14425.392
100.000,-15266.304
