"Omega","Tolerance","Step Size Rule","Iterations","Converged?","Gap LR","Gap Naive","Obj. Naive","Obj. LR (UB)","Obj. LR (LB),","Gap","Time Naive","Time LR","Final Lambda","LB Heuristic","BBP","Best iter","Lambda best iter","Gamma best iter"
900.00000,0.05000,1.00000,2.00000,0.00000,0.56547,0.65468,4423.11659,13015.77627,10684.16360,0.56547,4202.00000,4205.00000,557.65006,5655.77752,0.00000,1.00000,87.85006,-855.00000
