,Omega,Tolerance,Step Size Rule,Iterations,Converged?,Gap LR,Gap Naive,Obj. Naive,Obj. LR (UB),"Obj. LR (LB),",Gap,Time Naive,Time LR,Final Lambda,LB Heuristic,BBP,Best iter,Lambda best iter,Gamma best iter,Obj. LR,Time,QP,IR,AP
0,1500.0,0.01,1.0,3.0,0.0,0.49047,0.63832,3534.64474,9868.96684,4068.37568,0.49047,4204.0,4316.0,901.67081,5028.56953,0.0,1.0,57.77081,15.0,,,-4228.023,-5028.56953,-4496.90146
1,1500.0,0.01,2.0,3.0,0.0,0.49047,0.63832,3534.64474,9868.96684,4068.37568,0.49047,4204.0,4235.0,0.0,5028.56953,0.0,1.0,57.77081,15.0,,,-4228.023,-5028.56953,-4496.90146
2,1500.0,0.01,3.0,3.0,0.0,0.49047,0.63832,3534.64474,9868.96684,4068.37568,0.49047,4204.0,4271.0,1147.52081,5028.56953,0.0,1.0,57.77081,15.0,,,-4228.023,-5028.56953,-4496.90146
3,1500.0,0.01,4.0,3.0,0.0,0.49047,0.63832,3534.64474,9868.96684,4068.37568,0.49047,4204.0,4269.0,1084.16413,5028.56953,0.0,1.0,57.77081,15.0,,,-4228.023,-5028.56953,-4496.90146
4,1500.0,0.01,5.0,3.0,0.0,0.49047,0.63832,3534.64474,9868.96684,4068.37568,0.49047,4204.0,4235.0,50.0,5028.56953,0.0,1.0,57.77081,15.0,,,-4228.023,-5028.56953,-4496.90146
5,1500.0,0.01,6.0,3.0,0.0,0.49047,0.63832,3534.64474,9868.96684,4068.37568,0.49047,4204.0,4236.0,0.0,5028.56953,0.0,1.0,57.77081,15.0,,,-4228.023,-5028.56953,-4496.90146
