2081      0.008
2018 4      0.011       0.004 Loop       
2018 8      0.011       0.004 Loop       
2018 7      0.011       0.004 Loop       
2148 10      0.194       0.030 Solve Fini schedule (191725)
2102 9      0.027       0.030 Equation   Const_chance_1 (21600)
2018 5      0.012       0.004 Loop       
2148 6      0.096       0.030 GAMS Fini   
2017 3      0.173       0.004 Loop       
2096 2      0.033       0.023 Equation   Const1 (20700)
2094 1      0.072       0.012 Equation   Objective (1)
