Omega,Tolerance,Step Size Rule,Iterations,Converged?,Gap LR,Gap Naive,Obj. Naive,Obj. LR (UB),"Obj. LR (LB),",Gap,Time Naive,Time LR,Final Lambda,LB Heuristic,BBP,Best iter,Lambda best iter,Gamma best iter
600.0,0.05,1.0,5.0,0.0,0.55591,0.62202,4776.02276,12846.95894,10583.45561,0.55591,4201.0,55012.0,393.11338,5705.14747,0.0,1.0,132.11338,-570.0
600.0,0.05,2.0,5.0,0.0,0.54847,0.62202,4776.02276,12635.25513,10591.32254,0.54847,4201.0,55006.0,332.11338,5705.14747,0.0,3.0,132.11338,-570.0
600.0,0.05,3.0,5.0,0.0,0.55591,0.62202,4776.02276,12846.95894,10583.45561,0.55591,4201.0,55009.0,633.75623,5705.14747,0.0,1.0,132.11338,-570.0
600.0,0.05,4.0,5.0,0.0,0.55591,0.62202,4776.02276,12846.95894,10583.45561,0.55591,4201.0,55012.0,635.16326,5705.14747,0.0,1.0,132.11338,-570.0
600.0,0.05,5.0,6.0,0.0,0.55591,0.62202,4776.02276,12846.95894,10583.45561,0.55591,4201.0,55027.0,117.11338,5705.14747,0.0,1.0,132.11338,-570.0
600.0,0.05,6.0,10.0,0.0,0.55474,0.62202,4776.02276,12813.05885,8903.37429,0.55474,4201.0,40095.0,114.20644,5705.14747,0.0,4.0,143.39264,30.0
