0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000****
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000****
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000****
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000****
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000****
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000****
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000****
0.000,16.300,12.410,3.070,5.610,2.540,12.220,8.550,14.480,7.100,11.220,17.060,5.400,5.400,13.390,8.670,8.630,1.380,0.280,6.900,4.210,5.090,4.110,8.230,6.590,6.590,8.540,7.060,8.740,0.630,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00****
0.000,97.807,49.020,22.280,52.620,29.220,46.244,48.050,5.200,35.560,57.280,95.342,28.764,28.280,45.620,10.120,31.960,34.860,3.100,7.280,38.510,15.840,28.440,37.770,44.260,52.750,34.100,44.560,38.550,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00****
479.730,583.460,593.500,563.333,601.063,473.310,498.000,593.850,569.960,562.488,401.214,644.910,538.510,518.399,518.399,484.900,478.970,478.100,464.198,505.340,529.405,493.863,500.480,511.800,477.739,537.030,514.030,498.201,446.467,455.453,0.000,0.000****
610.768,620.670,492.098,906.590,779.230,639.619,729.820,537.410,788.587,642.440,681.470,609.640,639.880,679.260,735.732,795.624,753.660,642.434,597.810,605.536,619.610,463.090,504.667,587.613,695.990,593.290,599.314,665.250,753.930,592.870,0.000,0.000****
534.927,857.980,921.700,796.589,989.080,845.490,959.782,876.860,836.630,957.610,748.600,753.739,850.233,821.350,777.021,667.747,940.640,918.949,848.483,817.200,892.800,575.953,838.440,774.840,774.660,632.082,707.430,721.790,743.340,778.420,0.000,0.000****
876.040,623.700,910.520,750.574,953.593,921.590,792.080,840.104,762.640,894.720,906.000,803.290,862.440,981.360,925.560,814.970,819.280,946.506,987.810,988.890,980.160,931.020,841.510,742.060,833.800,908.285,877.886,916.790,804.650,845.870,0.000,0.000****
1018.020,1111.450,1046.800,898.750,922.902,1076.840,880.600,1132.501,834.797,1057.140,827.520,839.986,994.426,1057.980,654.999,1040.610,1023.297,1028.050,1067.990,846.483,988.363,1032.165,824.201,844.933,838.760,937.879,952.977,852.580,953.320,914.367****
880.189,920.630,614.370,1004.753,1007.980,985.591,1015.830,970.230,945.065,991.285,777.290,915.159,896.940,729.840,967.460,798.670,941.470,948.201,944.700,950.950,966.434,668.870,984.730,999.620,900.267,953.660,878.540,939.710,865.303,935.203,0.000,0.****
871.210,861.020,735.190,805.880,897.420,915.340,777.000,872.870,799.158,737.960,853.640,898.100,841.580,848.060,923.720,783.860,831.012,790.970,521.235,793.350,753.390,776.240,817.633,800.601,829.503,787.430,790.080,771.090,784.250,831.490,0.000,0.000****
763.140,826.280,748.798,869.200,816.370,749.890,816.920,860.250,780.180,792.410,803.750,776.460,760.930,784.030,806.290,765.960,764.410,785.660,753.010,817.760,792.370,771.990,771.990,796.340,775.600,808.720,783.360,785.331,764.227,776.070,0.000,0.000****
890.260,846.440,873.460,831.290,767.260,835.370,838.510,773.850,809.582,837.530,849.360,877.460,834.510,829.830,792.300,831.520,805.920,789.177,820.015,807.630,816.930,770.530,770.530,806.329,782.940,735.800,749.000,820.800,789.800,778.250,0.000,0.000****
187.618,184.590,180.070,197.340,203.960,167.740,198.960,202.620,188.190,190.840,191.500,202.950,183.363,202.940,193.620,186.600,204.468,180.160,173.080,195.600,178.000,196.900,197.747,181.457,183.497,206.990,183.820,187.889,201.843,180.020,0.000,0.000****
140.620,128.880,119.560,130.280,117.260,127.440,127.010,140.660,142.988,136.380,145.120,128.620,130.640,120.260,121.230,120.580,123.560,131.280,137.340,120.620,136.736,127.940,128.520,130.510,110.680,123.940,118.720,115.740,130.500,133.280,0.000,0.000****
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000****
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000****
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000****
480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,480.000,0.000,0.000****
