,Omega,Tolerance,Step Size Rule,Iterations,Converged?,Gap LR,Gap Naive,Obj. Naive,Obj. LR (UB),"Obj. LR (LB),",Gap,Time Naive,Time LR,Final Lambda,LB Heuristic,BBP,Best iter,Lambda best iter,Gamma best iter,Obj. LR,Time,QP,IR,AP
0,1500.0,0.01,1.0,3.0,0.0,0.50009,0.60478,3849.20839,9831.38969,4304.74514,0.50009,4204.0,4324.0,901.43694,4914.83096,0.0,1.0,57.53694,15.0,,,-4089.535,-4914.83096,-4430.17069
1,1500.0,0.01,2.0,3.0,0.0,0.50009,0.60478,3849.20839,9831.38969,4304.74514,0.50009,4204.0,4236.0,0.0,4914.83096,0.0,1.0,57.53694,15.0,,,-4089.535,-4914.83096,-4430.17069
2,1500.0,0.01,3.0,3.0,0.0,0.50009,0.60478,3849.20839,9831.38969,4304.74514,0.50009,4204.0,4271.0,1147.28694,4914.83096,0.0,1.0,57.53694,15.0,,,-4089.535,-4914.83096,-4430.17069
3,1500.0,0.01,4.0,3.0,0.0,0.50009,0.60478,3849.20839,9831.38969,4304.74514,0.50009,4204.0,4273.0,1083.93026,4914.83096,0.0,1.0,57.53694,15.0,,,-4089.535,-4914.83096,-4430.17069
4,1500.0,0.01,5.0,3.0,0.0,0.50009,0.60478,3849.20839,9831.38969,4304.74514,0.50009,4204.0,4234.0,50.0,4914.83096,0.0,1.0,57.53694,15.0,,,-4089.535,-4914.83096,-4430.17069
5,1500.0,0.01,6.0,3.0,0.0,0.50009,0.60478,3849.20839,9831.38969,4304.74514,0.50009,4204.0,4235.0,0.0,4914.83096,0.0,1.0,57.53694,15.0,,,-4089.535,-4914.83096,-4430.17069
