,Omega,Tolerance,Step Size Rule,Iterations,Converged?,Gap LR,Gap Naive,Obj. Naive,Obj. LR,Gap,Time Naive,Time LR,Final Lambda,LB Heuristic,Heuristic Time,IR,AP
0,1500.0,0.07,1.0,2.0,0.0,0.04591,0.19487,236.41393,255.58897,0.04591,4209.0,2431.0,809.1,243.85527,,-261.95611,0.0
1,1500.0,0.07,2.0,2.0,0.0,0.04591,0.19487,236.41393,255.58897,0.04591,4209.0,2437.0,0.14337,243.85527,,-261.95611,0.0
2,1500.0,0.07,3.0,2.0,0.0,0.04591,0.19487,236.41393,255.58897,0.04591,4209.0,2437.0,1046.25,243.85527,,-261.95611,0.0
3,1500.0,0.07,4.0,2.0,0.0,0.04591,0.19487,236.41393,255.58897,0.04591,4209.0,2431.0,986.41396,243.85527,,-261.95611,0.0
4,1500.0,0.07,5.0,2.0,0.0,0.04591,0.19487,236.41393,255.58897,0.04591,4209.0,2438.0,0.10753,243.85527,,-261.95611,0.0
5,1500.0,0.07,6.0,2.0,0.0,0.04591,0.19487,236.41393,255.58897,0.04591,4209.0,2432.0,0.42294,243.85527,53.0,-261.95611,0.0
