Omega,Tolerance,Step Size Rule,Iterations,Converged?,Gap LR,Gap Naive,Obj. Naive,Obj. LR (UB),"Obj. LR (LB),",Gap,Time Naive,Time LR,Final Lambda,LB Heuristic,BBP,Best iter,Lambda best iter,Gamma best iter
100.0,0.05,1.0,10.0,0.0,0.05868,0.0,280.75729,298.2583,298.2583,0.05868,392.0,38.0,31.76724,280.75729,0.0,1.0,2.76724,-95.0
100.0,0.05,2.0,10.0,0.0,0.05868,0.0,280.75729,298.2583,298.2583,0.05868,392.0,133.0,2.76724,280.75729,0.0,3.0,2.76724,-95.0
100.0,0.05,3.0,10.0,0.0,0.05868,0.0,280.75729,298.2583,298.2583,0.05868,392.0,33.0,78.71908,280.75729,0.0,1.0,2.76724,-95.0
100.0,0.05,4.0,10.0,0.0,0.05868,0.0,280.75729,298.2583,298.2583,0.05868,392.0,32.0,77.66225,280.75729,0.0,1.0,2.76724,-95.0
100.0,0.05,5.0,10.0,0.0,0.03242,0.0,280.75729,290.16556,290.16556,0.03242,392.0,54.0,0.0,280.75729,0.0,10.0,4.16667,4.0
100.0,0.05,6.0,10.0,0.0,0.01594,0.0,280.75729,285.30474,285.30474,0.01594,392.0,171.0,2.38303,280.75729,0.0,8.0,2.95146,4.0
