,Solar: actuals,Solar: forecasts,Solar: quicklow_diverse1,Solar: quicklow_diverse2,Solar: quicklow_diverse3,Solar: quicklow_diverse4,Solar: quickhigh_diverse1,Solar: quickhigh_diverse2,Solar: quickhigh_diverse3,Solar: quickhigh_diverse4
Probability,1.0,1.0,0.09091895970076709,0.14613032483868688,0.15386980787109242,0.10908090758945359,0.10908090758945359,0.1538698078710924,0.1461303248386869,0.09091895970076706
2013-08-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-16 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-16 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-16 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-16 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-16 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-16 06:00:00,0.0,28.05857496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-16 07:00:00,0.50000028,41.40429384,0.0,0.0,0.0,0.0,62.15656507492431,62.15656507492431,62.15656507492431,62.15656507492431
2013-08-16 08:00:00,25.59999936,145.77388176,31.265368265595058,31.265368265595058,31.265368265595058,31.265368265595058,215.3369991898486,215.3369991898486,215.3369991898486,215.3369991898486
2013-08-16 09:00:00,112.5000006,270.41480076,112.68131799839261,112.68131799839261,112.68131799839261,112.68131799839261,388.78876438477295,388.78876438477295,388.78876438477295,388.78876438477295
2013-08-16 10:00:00,246.70000055999998,479.62106087999996,278.66260885119004,278.66260885119004,278.66260885119004,278.66260885119004,646.8058706996972,646.8058706996972,646.8058706996972,646.8058706996972
2013-08-16 11:00:00,563.50000044,1208.33797656,982.4541494455832,1038.984083544791,1075.6686551438193,1116.278441535128,1276.9687589243888,1333.4986930235966,1370.1832646226248,1410.7930510139336
2013-08-16 12:00:00,1235.7999997200002,1186.16645316,935.3572509599762,1048.4171191583916,1121.786262356448,1203.0058351390658,1156.2432080690805,1269.303076267496,1342.6722194655524,1423.89179224817
2013-08-16 13:00:00,1141.4999996400002,1065.05012328,789.3155459943694,958.9053482919926,1068.959063089077,1190.7884222630037,936.5728507337722,1106.1626530313954,1216.21636782848,1338.0457270024065
2013-08-16 14:00:00,973.70000052,919.0626244800001,618.4026721087625,844.5224085055935,991.2606949017062,1153.6998404669416,692.031324478464,918.1510608752949,1064.8893472714076,1227.328492836643
2013-08-16 15:00:00,715.4000006399999,705.5840095200001,379.9986820631556,662.6483525591943,846.0712105543353,1049.1201425108793,379.9986820631556,662.6483525591943,846.0712105543353,1049.1201425108793
2013-08-16 16:00:00,366.59999999999997,443.99775731999995,199.80876172736657,411.7960145993957,549.3631580957514,701.6498570631595,199.80876172736657,411.7960145993957,549.3631580957514,701.6498570631595
2013-08-16 17:00:00,73.99999932,193.867011,31.07434727157775,172.39918251959713,264.11061151716757,365.63507749543965,31.07434727157775,172.39918251959713,264.11061151716757,365.63507749543965
2013-08-16 18:00:00,6.5000005199999995,0.0,0.0,0.0,35.12180025858379,85.8840332477198,0.0,0.0,35.12180025858379,85.8840332477198
2013-08-16 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-16 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-16 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-16 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-16 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
