379      0.020
535 5      0.277       0.008 Equation   Const_4_1 (2200)
530 9      0.255       0.007 Equation   Const_3_2 (2300)
527 8      0.312       0.007 Equation   Const_3_1 (2300)
511 3      0.264       0.006 Equation   Const1_1 (2400)
597 1      1.578       0.010 Solve Fini schedule (73525)
545 4      0.224       0.009 Equation   Const_6 (2300)
502 2      0.124       0.004 Equation   Objective (1)
538 6      0.362       0.008 Equation   Const_4_2 (2200)
597 10      0.635       0.010 GAMS Fini   
541 7      0.222       0.009 Equation   Const_5 (2300)
