1223      0.058
1645 6      0.139       0.006 Loop       
1776 10      0.234       0.067 Equation   Const_4_1 (33000)
1789 5      0.116       0.093 Equation   Const_6 (34500)
1784 8      0.096       0.084 Equation   Const_5 (34500)
1780 2      0.257       0.074 Equation   Const_4_2 (33000)
1828 1      0.869       0.095 Solve Fini schedule (1102525)
1770 3      0.089       0.061 Equation   Const_3_2 (34500)
1740 4      0.235       0.022 Equation   Objective (1)
1767 7      0.087       0.050 Equation   Const_3_1 (34500)
1828 9      0.836       0.095 GAMS Fini   
