,Omega,Tolerance,Step Size Rule,Iterations,Converged?,Gap LR,Gap Naive,Obj. Naive,Obj. LR,Gap,Time Naive,Time LR,Final Lambda,LB Heuristic,Heuristic Time,IR,AP
0,1500.0,0.03,1.0,2.0,0.0,0.03925,0.13622,242.07589,252.10403,0.03925,4212.0,2515.0,843.9,242.20884,,-239.53414,0.0
1,1500.0,0.03,2.0,2.0,0.0,0.03925,0.13622,242.07589,252.10403,0.03925,4212.0,2522.0,0.13746,242.20884,,-239.53414,0.0
2,1500.0,0.03,3.0,2.0,0.0,0.03925,0.13622,242.07589,252.10403,0.03925,4212.0,2510.0,1091.25,242.20884,,-239.53414,0.0
3,1500.0,0.03,4.0,2.0,0.0,0.03925,0.13622,242.07589,252.10403,0.03925,4212.0,2513.0,1028.84037,242.20884,,-239.53414,0.0
4,1500.0,0.03,5.0,2.0,0.0,0.03925,0.13622,242.07589,252.10403,0.03925,4212.0,2514.0,0.10309,242.20884,,-239.53414,0.0
5,1500.0,0.03,6.0,2.0,0.0,0.03925,0.13622,242.07589,252.10403,0.03925,4212.0,2509.0,0.38285,242.20884,53.0,-239.53414,0.0
