Omega,Tolerance,Step Size Rule,Iterations,Converged?,Gap LR,Gap Naive,Obj. Naive,Obj. LR (UB),"Obj. LR (LB),",Gap,Time Naive,Time LR,Final Lambda,LB Heuristic,BBP,Best iter,Lambda best iter,Gamma best iter,Obj. LR
100.0,0.03,4.0,1.0,1.0,0.0,0.0,280.65692,,,0.0,223.0,23.0,2.95933,280.65692,,,,,280.65692
100.0,0.03,5.0,1.0,1.0,0.0,0.0,280.65692,,,0.0,223.0,23.0,2.95933,280.65692,,,,,280.65692
100.0,0.03,6.0,1.0,1.0,0.0,0.0,280.65692,,,0.0,223.0,23.0,2.95933,280.65692,,,,,280.65692
100.0,0.03,1.0,10.0,0.0,0.02499,0.00249,278.14305,,,0.02401,230.0,397.0,43.36504,277.86313,,,,,284.98566
100.0,0.03,2.0,10.0,0.0,0.01396,0.00249,278.14305,,,0.01297,230.0,962.0,4.12371,277.86313,,,,,281.79774
100.0,0.03,3.0,10.0,0.0,0.02499,0.00249,278.14305,,,0.02401,230.0,291.0,88.33614,277.86313,,,,,284.98566
100.0,0.03,4.0,10.0,0.0,0.02499,0.00249,278.14305,,,0.02401,230.0,335.0,87.70205,277.86313,,,,,284.98566
100.0,0.03,5.0,10.0,0.0,0.0098,0.00249,278.14305,,,0.0088,230.0,754.0,1.03952,277.86313,,,,,280.61217
100.0,0.03,6.0,10.0,0.0,0.00944,0.00249,278.14305,,,0.00845,230.0,1925.0,1.51379,277.86313,,,,,280.51249
100.0,0.03,1.0,1.0,1.0,0.0,0.0,279.45004,,,0.0,212.0,29.0,2.83619,279.45004,,,,,279.45004
100.0,0.03,2.0,1.0,1.0,0.0,0.0,279.45004,,,0.0,212.0,28.0,2.83619,279.45004,,,,,279.45004
100.0,0.03,3.0,1.0,1.0,0.0,0.0,279.45004,,,0.0,212.0,28.0,2.83619,279.45004,,,,,279.45004
100.0,0.03,4.0,1.0,1.0,0.0,0.0,279.45004,,,0.0,212.0,28.0,2.83619,279.45004,,,,,279.45004
100.0,0.03,5.0,1.0,1.0,0.0,0.0,279.45004,,,0.0,212.0,28.0,2.83619,279.45004,,,,,279.45004
100.0,0.03,6.0,1.0,1.0,0.0,0.0,279.45004,,,0.0,212.0,28.0,2.83619,279.45004,,,,,279.45004
100.0,0.03,1.0,10.0,0.0,0.01714,0.0,276.21485,,,0.01714,232.0,375.0,43.41257,276.21485,,,,,281.03246
100.0,0.03,2.0,10.0,0.0,0.0153,0.0,276.21485,,,0.0153,232.0,877.0,4.12371,276.21485,,,,,280.50622
100.0,0.03,3.0,10.0,0.0,0.01714,0.0,276.21485,,,0.01714,232.0,348.0,88.38367,276.21485,,,,,281.03246
100.0,0.03,4.0,10.0,0.0,0.01714,0.0,276.21485,,,0.01714,232.0,359.0,87.74957,276.21485,,,,,281.03246
100.0,0.03,5.0,10.0,0.0,0.00265,0.0,276.21485,,,0.00265,232.0,808.0,1.03952,276.21485,,,,,276.94952
100.0,0.03,6.0,9.0,0.0,0.00183,0.0,276.21485,,,0.00183,232.0,2416.0,2.81999,276.21485,,,,,276.72178
100.0,0.03,1.0,10.0,0.0,0.01273,0.00276,277.70031,,,0.01273,241.0,399.0,43.99623,277.70031,,,,,281.27975
100.0,0.03,2.0,10.0,0.0,0.01273,0.00276,277.70031,,,0.01273,241.0,833.0,0.0,277.70031,,,,,281.27975
100.0,0.03,3.0,10.0,0.0,0.01273,0.00276,277.70031,,,0.01273,241.0,355.0,64.38733,277.70031,,,,,281.27975
100.0,0.03,4.0,10.0,0.0,0.01273,0.00276,277.70031,,,0.01273,241.0,376.0,59.46391,277.70031,,,,,281.27975
100.0,0.03,5.0,10.0,0.0,0.01273,0.00276,277.70031,,,0.01273,241.0,651.0,1.99681,277.70031,,,,,281.27975
100.0,0.03,6.0,10.0,0.0,0.01273,0.00276,277.70031,,,0.01273,241.0,954.0,2.65065,277.70031,,,,,281.27975
100.0,0.03,1.0,10.0,0.0,0.01653,0.00196,280.24694,,,0.01653,223.0,334.0,43.43659,280.24694,,,,,284.95775
100.0,0.03,2.0,10.0,0.0,0.01653,0.00196,280.24694,,,0.01653,223.0,609.0,0.0,280.24694,,,,,284.95775
100.0,0.03,3.0,10.0,0.0,0.01653,0.00196,280.24694,,,0.01653,223.0,299.0,63.5711,280.24694,,,,,284.95775
100.0,0.03,4.0,10.0,0.0,0.01653,0.00196,280.24694,,,0.01653,223.0,319.0,58.64768,280.24694,,,,,284.95775
100.0,0.03,5.0,10.0,0.0,0.01653,0.00196,280.24694,,,0.01653,223.0,503.0,1.99681,280.24694,,,,,284.95775
100.0,0.03,6.0,10.0,0.0,0.01636,0.00196,280.24694,,,0.01636,223.0,771.0,2.60174,280.24694,,,,,284.90879
100.0,0.03,1.0,10.0,0.0,0.02716,0.0,281.43983,,,0.02211,350.0,325.0,43.35776,279.98574,,,,,287.80288
100.0,0.03,2.0,10.0,0.0,0.02716,0.0,281.43983,,,0.02211,350.0,658.0,4.12371,279.98574,,,,,287.80288
100.0,0.03,3.0,10.0,0.0,0.02716,0.0,281.43983,,,0.02211,350.0,310.0,88.32886,279.98574,,,,,287.80288
100.0,0.03,4.0,10.0,0.0,0.02716,0.0,281.43983,,,0.02211,350.0,325.0,87.69476,279.98574,,,,,287.80288
100.0,0.03,5.0,10.0,0.0,0.02375,0.0,281.43983,,,0.01867,350.0,576.0,1.03952,279.98574,,,,,286.79573
100.0,0.03,6.0,10.0,0.0,0.02272,0.0,281.43983,,,0.01765,350.0,1087.0,2.43143,279.98574,,,,,286.49634
100.0,0.05,1.0,10.0,0.0,0.05735,0.00066,283.1366,299.68146,299.68146,0.05521,489.0,37.0,31.79421,282.49467,0.0,1.0,2.79421,-95.0,
100.0,0.05,2.0,10.0,0.0,0.05735,0.00066,283.1366,299.68146,299.68146,0.05521,489.0,106.0,2.79421,282.49467,0.0,1.0,2.79421,-95.0,
100.0,0.05,3.0,10.0,0.0,0.05735,0.00066,283.1366,299.68146,299.68146,0.05521,489.0,30.0,78.74605,282.49467,0.0,1.0,2.79421,-95.0,
100.0,0.05,4.0,10.0,0.0,0.05735,0.00066,283.1366,299.68146,299.68146,0.05521,489.0,34.0,77.68922,282.49467,0.0,1.0,2.79421,-95.0,
100.0,0.05,5.0,10.0,0.0,0.02727,0.00066,283.1366,290.41536,290.41536,0.02506,489.0,59.0,0.0,282.49467,0.0,10.0,4.16667,2.0,
100.0,0.05,6.0,10.0,0.0,0.01923,0.00066,283.1366,288.03227,288.03227,0.017,489.0,165.0,2.28292,282.49467,0.0,7.0,2.97512,2.0,
100.0,0.05,1.0,10.0,0.0,0.06497,0.00087,280.9816,299.91693,299.91693,0.06314,570.0,33.0,31.7765,280.43067,0.0,1.0,2.7765,-95.0,
100.0,0.05,2.0,10.0,0.0,0.06497,0.00087,280.9816,299.91693,299.91693,0.06314,570.0,130.0,2.7765,280.43067,0.0,1.0,2.7765,-95.0,
100.0,0.05,3.0,10.0,0.0,0.06497,0.00087,280.9816,299.91693,299.91693,0.06314,570.0,31.0,78.72834,280.43067,0.0,1.0,2.7765,-95.0,
100.0,0.05,4.0,10.0,0.0,0.06497,0.00087,280.9816,299.91693,299.91693,0.06314,570.0,31.0,77.67151,280.43067,0.0,1.0,2.7765,-95.0,
100.0,0.05,5.0,10.0,0.0,0.0518,0.00087,280.9816,295.75141,295.75141,0.04994,570.0,52.0,0.0,280.43067,0.0,10.0,4.16667,5.0,
100.0,0.05,6.0,10.0,0.0,0.03455,0.00087,280.9816,290.46523,290.46523,0.03265,570.0,135.0,2.51125,280.43067,0.0,6.0,2.98162,4.0,
100.0,0.05,1.0,10.0,0.0,0.0649,0.0,279.61933,296.17693,296.17693,0.0559,361.0,36.0,31.79514,276.95525,0.0,1.0,2.79514,-95.0,
100.0,0.05,2.0,10.0,0.0,0.0649,0.0,279.61933,296.17693,296.17693,0.0559,361.0,133.0,2.79514,276.95525,0.0,3.0,2.79514,-95.0,
100.0,0.05,3.0,10.0,0.0,0.0649,0.0,279.61933,296.17693,296.17693,0.0559,361.0,31.0,78.74698,276.95525,0.0,1.0,2.79514,-95.0,
100.0,0.05,4.0,10.0,0.0,0.0649,0.0,279.61933,296.17693,296.17693,0.0559,361.0,32.0,77.69015,276.95525,0.0,1.0,2.79514,-95.0,
100.0,0.05,5.0,10.0,0.0,0.05742,0.0,279.61933,293.82666,293.80638,0.04835,361.0,51.0,0.0,276.95525,0.0,10.0,4.16667,5.0,
100.0,0.05,6.0,10.0,0.0,0.03822,0.0,279.61933,287.96041,287.96041,0.02897,361.0,156.0,1.89696,276.95525,0.0,8.0,2.99747,5.0,
100.0,0.05,1.0,10.0,0.0,0.05868,0.0,280.75729,298.2583,298.2583,0.05868,392.0,37.0,31.76724,280.75729,0.0,1.0,2.76724,-95.0,
100.0,0.05,2.0,10.0,0.0,0.05868,0.0,280.75729,298.2583,298.2583,0.05868,392.0,132.0,2.76724,280.75729,0.0,3.0,2.76724,-95.0,
100.0,0.05,3.0,10.0,0.0,0.05868,0.0,280.75729,298.2583,298.2583,0.05868,392.0,32.0,78.71908,280.75729,0.0,1.0,2.76724,-95.0,
100.0,0.05,4.0,10.0,0.0,0.05868,0.0,280.75729,298.2583,298.2583,0.05868,392.0,31.0,77.66225,280.75729,0.0,1.0,2.76724,-95.0,
100.0,0.05,5.0,10.0,0.0,0.03242,0.0,280.75729,290.16556,290.16556,0.03242,392.0,55.0,0.0,280.75729,0.0,10.0,4.16667,4.0,
100.0,0.05,6.0,10.0,0.0,0.01594,0.0,280.75729,285.30474,285.30474,0.01594,392.0,172.0,2.38303,280.75729,0.0,8.0,2.95146,4.0,
100.0,0.05,1.0,10.0,0.0,0.04993,0.0,283.78977,298.70407,298.70407,0.04993,373.0,39.0,31.80419,283.78977,0.0,1.0,2.80419,-95.0,
100.0,0.05,2.0,10.0,0.0,0.04993,0.0,283.78977,298.70407,298.70407,0.04993,373.0,141.0,2.80419,283.78977,0.0,3.0,2.80419,-95.0,
100.0,0.05,3.0,10.0,0.0,0.04993,0.0,283.78977,298.70407,298.70407,0.04993,373.0,34.0,78.75603,283.78977,0.0,1.0,2.80419,-95.0,
100.0,0.05,4.0,10.0,0.0,0.04993,0.0,283.78977,298.70407,298.70407,0.04993,373.0,33.0,77.69921,283.78977,0.0,1.0,2.80419,-95.0,
100.0,0.05,5.0,10.0,0.0,0.02865,0.0,283.78977,292.16036,292.16036,0.02865,373.0,58.0,0.0,283.78977,0.0,10.0,4.16667,3.0,
100.0,0.05,6.0,10.0,0.0,0.01648,0.0,283.78977,288.54392,288.54392,0.01648,373.0,158.0,2.66405,283.78977,0.0,6.0,2.96119,3.0,
100.0,0.05,1.0,10.0,0.0,0.05431,0.0008,282.27202,298.23474,298.23474,0.05352,335.0,38.0,31.79393,282.0367,0.0,1.0,2.79393,-95.0,
100.0,0.05,2.0,10.0,0.0,0.05431,0.0008,282.27202,298.23474,298.23474,0.05352,335.0,132.0,2.79393,282.0367,0.0,1.0,2.79393,-95.0,
100.0,0.05,3.0,10.0,0.0,0.05431,0.0008,282.27202,298.23474,298.23474,0.05352,335.0,33.0,78.74577,282.0367,0.0,1.0,2.79393,-95.0,
100.0,0.05,4.0,10.0,0.0,0.05431,0.0008,282.27202,298.23474,298.23474,0.05352,335.0,31.0,77.68895,282.0367,0.0,1.0,2.79393,-95.0,
100.0,0.05,5.0,10.0,0.0,0.01856,0.0008,282.27202,287.36894,287.36894,0.01774,335.0,57.0,0.0,282.0367,0.0,10.0,4.16667,5.0,
100.0,0.05,6.0,10.0,0.0,0.00924,0.0008,282.27202,284.66804,284.66804,0.00842,335.0,173.0,2.30661,282.0367,0.0,7.0,2.96444,1.0,
100.0,0.05,1.0,10.0,0.0,0.05511,0.0,284.07028,299.26198,299.26198,0.05076,445.0,36.0,31.79395,282.76862,0.0,1.0,2.79395,-95.0,
100.0,0.05,2.0,10.0,0.0,0.05511,0.0,284.07028,299.26198,299.26198,0.05076,445.0,142.0,2.79395,282.76862,0.0,1.0,2.79395,-95.0,
100.0,0.05,3.0,10.0,0.0,0.05511,0.0,284.07028,299.26198,299.26198,0.05076,445.0,28.0,78.74579,282.76862,0.0,1.0,2.79395,-95.0,
100.0,0.05,4.0,10.0,0.0,0.05511,0.0,284.07028,299.26198,299.26198,0.05076,445.0,30.0,77.68896,282.76862,0.0,1.0,2.79395,-95.0,
100.0,0.05,5.0,10.0,0.0,0.0489,0.0,284.07028,297.3065,297.3065,0.04452,445.0,51.0,0.0,282.76862,0.0,10.0,4.16667,4.0,
100.0,0.05,6.0,10.0,0.0,0.03333,0.0,284.07028,292.51781,292.51008,0.02888,445.0,145.0,2.51013,282.76862,0.0,6.0,2.96756,4.0,
100.0,0.05,1.0,10.0,0.0,0.05322,0.0,282.69468,298.58466,298.58466,0.05322,348.0,36.0,31.77018,282.69468,0.0,1.0,2.77018,-95.0,
100.0,0.05,2.0,10.0,0.0,0.05322,0.0,282.69468,298.58466,298.58466,0.05322,348.0,128.0,2.77018,282.69468,0.0,1.0,2.77018,-95.0,
100.0,0.05,3.0,10.0,0.0,0.05322,0.0,282.69468,298.58466,298.58466,0.05322,348.0,31.0,78.72202,282.69468,0.0,1.0,2.77018,-95.0,
100.0,0.05,4.0,10.0,0.0,0.05322,0.0,282.69468,298.58466,298.58466,0.05322,348.0,30.0,77.66519,282.69468,0.0,1.0,2.77018,-95.0,
100.0,0.05,5.0,10.0,0.0,0.03996,0.0,282.69468,294.46144,294.46144,0.03996,348.0,56.0,0.0,282.69468,0.0,10.0,4.16667,4.0,
100.0,0.05,6.0,10.0,0.0,0.02366,0.0,282.69468,289.54455,289.54455,0.02366,348.0,167.0,2.08121,282.69468,0.0,8.0,2.93745,4.0,
100.0,0.05,1.0,10.0,0.0,0.06684,0.0,279.49662,297.64008,297.64008,0.06096,344.0,38.0,31.76087,277.74712,0.0,1.0,2.76087,-95.0,
100.0,0.05,2.0,10.0,0.0,0.06684,0.0,279.49662,297.64008,297.64008,0.06096,344.0,125.0,2.76087,277.74712,0.0,3.0,2.76087,-95.0,
100.0,0.05,3.0,10.0,0.0,0.06684,0.0,279.49662,297.64008,297.64008,0.06096,344.0,27.0,78.71271,277.74712,0.0,1.0,2.76087,-95.0,
100.0,0.05,4.0,10.0,0.0,0.06684,0.0,279.49662,297.64008,297.64008,0.06096,344.0,27.0,77.65588,277.74712,0.0,1.0,2.76087,-95.0,
100.0,0.05,5.0,10.0,0.0,0.03146,0.0,279.49662,286.76973,286.76973,0.02536,344.0,56.0,0.0,277.74712,0.0,10.0,4.16667,5.0,
100.0,0.05,6.0,10.0,0.0,0.01986,0.0,279.49662,283.37354,283.37354,0.01368,344.0,184.0,1.56367,277.74712,0.0,8.0,2.97027,2.0,
100.0,0.05,1.0,10.0,0.0,0.05218,0.00026,282.03235,297.55781,297.55781,0.05218,382.0,39.0,31.76712,282.03235,0.0,1.0,2.76712,-95.0,
100.0,0.05,2.0,10.0,0.0,0.05218,0.00026,282.03235,297.55781,297.55781,0.05218,382.0,124.0,2.76712,282.03235,0.0,1.0,2.76712,-95.0,
100.0,0.05,3.0,10.0,0.0,0.05218,0.00026,282.03235,297.55781,297.55781,0.05218,382.0,31.0,78.71896,282.03235,0.0,1.0,2.76712,-95.0,
100.0,0.05,4.0,10.0,0.0,0.05218,0.00026,282.03235,297.55781,297.55781,0.05218,382.0,29.0,77.66213,282.03235,0.0,1.0,2.76712,-95.0,
100.0,0.05,5.0,10.0,0.0,0.03404,0.00026,282.03235,291.97044,291.97044,0.03404,382.0,57.0,0.0,282.03235,0.0,10.0,4.16667,5.0,
100.0,0.05,6.0,10.0,0.0,0.01547,0.00026,282.03235,286.46535,286.46535,0.01547,382.0,172.0,2.51496,282.03235,0.0,6.0,2.93055,2.0,
100.0,0.05,1.0,10.0,0.0,0.06176,0.0,281.29417,298.55811,298.55811,0.05782,364.0,33.0,31.74582,280.11975,0.0,1.0,2.74582,-95.0,
100.0,0.05,2.0,10.0,0.0,0.06176,0.0,281.29417,298.55811,298.55811,0.05782,364.0,101.0,2.74582,280.11975,0.0,3.0,2.74582,-95.0,
100.0,0.05,3.0,10.0,0.0,0.06176,0.0,281.29417,298.55811,298.55811,0.05782,364.0,29.0,78.69766,280.11975,0.0,1.0,2.74582,-95.0,
100.0,0.05,4.0,10.0,0.0,0.06176,0.0,281.29417,298.55811,298.55811,0.05782,364.0,23.0,77.64083,280.11975,0.0,1.0,2.74582,-95.0,
100.0,0.05,5.0,10.0,0.0,0.05024,0.0,281.29417,294.93709,294.93709,0.04626,364.0,52.0,0.0,280.11975,0.0,10.0,4.16667,5.0,
100.0,0.05,6.0,10.0,0.0,0.03007,0.0,281.29417,288.80328,288.80328,0.026,364.0,164.0,2.07155,280.11975,0.0,8.0,2.93991,5.0,
100.0,0.05,1.0,10.0,0.0,0.06016,0.0,279.60035,297.49895,297.49895,0.06016,366.0,36.0,31.78271,279.60035,0.0,1.0,2.78271,-95.0,
100.0,0.05,2.0,10.0,0.0,0.06016,0.0,279.60035,297.49895,297.49895,0.06016,366.0,124.0,2.78271,279.60035,0.0,3.0,2.78271,-95.0,
100.0,0.05,3.0,10.0,0.0,0.06016,0.0,279.60035,297.49895,297.49895,0.06016,366.0,28.0,78.73455,279.60035,0.0,1.0,2.78271,-95.0,
100.0,0.05,4.0,10.0,0.0,0.06016,0.0,279.60035,297.49895,297.49895,0.06016,366.0,31.0,77.67772,279.60035,0.0,1.0,2.78271,-95.0,
100.0,0.05,5.0,10.0,0.0,0.03253,0.0,279.60035,289.00031,289.00031,0.03253,366.0,56.0,0.0,279.60035,0.0,10.0,4.16667,4.0,
100.0,0.05,6.0,10.0,0.0,0.01988,0.0,279.60035,285.27284,285.27284,0.01988,366.0,155.0,2.61658,279.60035,0.0,6.0,2.97111,3.0,
100.0,0.05,1.0,10.0,0.0,0.055,0.00096,283.02118,299.25533,299.25533,0.05425,432.0,38.0,31.77818,282.79711,0.0,1.0,2.77818,-95.0,
100.0,0.05,2.0,10.0,0.0,0.055,0.00096,283.02118,299.25533,299.25533,0.05425,432.0,115.0,2.77818,282.79711,0.0,3.0,2.77818,-95.0,
100.0,0.05,3.0,10.0,0.0,0.055,0.00096,283.02118,299.25533,299.25533,0.05425,432.0,29.0,78.73002,282.79711,0.0,1.0,2.77818,-95.0,
100.0,0.05,4.0,10.0,0.0,0.055,0.00096,283.02118,299.25533,299.25533,0.05425,432.0,29.0,77.67319,282.79711,0.0,1.0,2.77818,-95.0,
100.0,0.05,5.0,10.0,0.0,0.02542,0.00096,283.02118,290.17427,290.17427,0.02465,432.0,58.0,0.0,282.79711,0.0,10.0,4.16667,2.0,
100.0,0.05,6.0,10.0,0.0,0.01719,0.00096,283.02118,287.74379,287.74379,0.01641,432.0,178.0,0.47809,282.79711,0.0,10.0,2.95143,2.0,
100.0,0.05,1.0,10.0,0.0,0.05586,0.0,281.86711,297.94002,297.94002,0.05395,507.0,31.0,31.77639,281.29782,0.0,1.0,2.77639,-95.0,
100.0,0.05,2.0,10.0,0.0,0.05586,0.0,281.86711,297.94002,297.94002,0.05395,507.0,113.0,2.77639,281.29782,0.0,1.0,2.77639,-95.0,
100.0,0.05,3.0,10.0,0.0,0.05586,0.0,281.86711,297.94002,297.94002,0.05395,507.0,27.0,78.72823,281.29782,0.0,1.0,2.77639,-95.0,
100.0,0.05,4.0,10.0,0.0,0.05586,0.0,281.86711,297.94002,297.94002,0.05395,507.0,30.0,77.6714,281.29782,0.0,1.0,2.77639,-95.0,
100.0,0.05,5.0,10.0,0.0,0.03527,0.0,281.86711,291.58103,291.58103,0.03331,507.0,51.0,0.0,281.29782,0.0,10.0,4.16667,5.0,
100.0,0.05,6.0,10.0,0.0,0.01836,0.0,281.86711,286.56007,286.56007,0.01638,507.0,150.0,2.45824,281.29782,0.0,6.0,2.95157,2.0,
100.0,0.05,1.0,10.0,0.0,0.0657,0.0,282.66965,297.99169,297.99169,0.05142,312.0,40.0,31.75808,278.41299,0.0,1.0,2.75808,-95.0,
100.0,0.05,2.0,10.0,0.0,0.0657,0.0,282.66965,297.99169,297.99169,0.05142,312.0,131.0,2.75808,278.41299,0.0,1.0,2.75808,-95.0,
100.0,0.05,3.0,10.0,0.0,0.0657,0.0,282.66965,297.99169,297.99169,0.05142,312.0,29.0,78.70992,278.41299,0.0,1.0,2.75808,-95.0,
100.0,0.05,4.0,10.0,0.0,0.0657,0.0,282.66965,297.99169,297.99169,0.05142,312.0,32.0,77.65309,278.41299,0.0,1.0,2.75808,-95.0,
100.0,0.05,5.0,10.0,0.0,0.04053,0.0,282.66965,290.17402,290.17402,0.02586,312.0,62.0,0.0,278.41299,0.0,10.0,4.16667,3.0,
100.0,0.05,6.0,10.0,0.0,0.02845,0.0,282.66965,286.56654,286.56654,0.0136,312.0,164.0,2.45457,278.41299,0.0,6.0,2.96417,3.0,
100.0,0.05,1.0,10.0,0.0,0.05427,0.00082,280.4916,296.04456,296.04456,0.05254,587.0,37.0,31.78731,279.97857,0.0,1.0,2.78731,-95.0,
100.0,0.05,2.0,10.0,0.0,0.05427,0.00082,280.4916,296.04456,296.04456,0.05254,587.0,118.0,2.78731,279.97857,0.0,3.0,2.78731,-95.0,
100.0,0.05,3.0,10.0,0.0,0.05427,0.00082,280.4916,296.04456,296.04456,0.05254,587.0,28.0,78.73915,279.97857,0.0,1.0,2.78731,-95.0,
100.0,0.05,4.0,10.0,0.0,0.05427,0.00082,280.4916,296.04456,296.04456,0.05254,587.0,30.0,77.68232,279.97857,0.0,1.0,2.78731,-95.0,
100.0,0.05,5.0,10.0,0.0,0.02802,0.00082,280.4916,288.05047,288.05047,0.02624,587.0,61.0,0.0,279.97857,0.0,10.0,4.16667,3.0,
100.0,0.05,6.0,10.0,0.0,0.01887,0.00082,280.4916,285.36289,285.36289,0.01707,587.0,153.0,2.45165,279.97857,0.0,6.0,2.95643,2.0,
100.0,0.05,1.0,10.0,0.0,0.06033,0.00073,279.18201,297.10673,297.10673,0.06033,348.0,35.0,31.77858,279.18201,0.0,1.0,2.77858,-95.0,
100.0,0.05,2.0,10.0,0.0,0.06033,0.00073,279.18201,297.10673,297.10673,0.06033,348.0,132.0,2.77858,279.18201,0.0,3.0,2.77858,-95.0,
100.0,0.05,3.0,10.0,0.0,0.06033,0.00073,279.18201,297.10673,297.10673,0.06033,348.0,30.0,78.73042,279.18201,0.0,1.0,2.77858,-95.0,
100.0,0.05,4.0,10.0,0.0,0.06033,0.00073,279.18201,297.10673,297.10673,0.06033,348.0,29.0,77.67359,279.18201,0.0,1.0,2.77858,-95.0,
100.0,0.05,5.0,10.0,0.0,0.03387,0.00073,279.18201,288.96842,288.96842,0.03387,348.0,51.0,0.0,279.18201,0.0,10.0,4.16667,5.0,
100.0,0.05,6.0,10.0,0.0,0.01339,0.00073,279.18201,282.97141,282.97141,0.01339,348.0,148.0,2.82516,279.18201,0.0,6.0,2.96727,5.0,
100.0,0.05,1.0,10.0,0.0,0.05405,0.0,281.53743,297.62511,297.62511,0.05405,397.0,33.0,31.75836,281.53743,0.0,1.0,2.75836,-95.0,
100.0,0.05,2.0,10.0,0.0,0.05405,0.0,281.53743,297.62511,297.62511,0.05405,397.0,109.0,2.75836,281.53743,0.0,1.0,2.75836,-95.0,
100.0,0.05,3.0,10.0,0.0,0.05405,0.0,281.53743,297.62511,297.62511,0.05405,397.0,28.0,78.7102,281.53743,0.0,1.0,2.75836,-95.0,
100.0,0.05,4.0,10.0,0.0,0.05405,0.0,281.53743,297.62511,297.62511,0.05405,397.0,28.0,77.65337,281.53743,0.0,1.0,2.75836,-95.0,
100.0,0.05,5.0,10.0,0.0,0.03687,0.0,281.53743,292.31397,292.31397,0.03687,397.0,51.0,0.0,281.53743,0.0,10.0,4.16667,4.0,
100.0,0.05,6.0,10.0,0.0,0.02026,0.0,281.53743,287.3581,287.3581,0.02026,397.0,135.0,2.65486,281.53743,0.0,6.0,2.9277,4.0,
100.0,0.05,1.0,10.0,0.0,0.05359,0.0,281.53132,296.70973,296.70973,0.05116,595.0,33.0,31.76031,280.8087,0.0,1.0,2.76031,-95.0,
100.0,0.05,2.0,10.0,0.0,0.05359,0.0,281.53132,296.70973,296.70973,0.05116,595.0,128.0,2.76031,280.8087,0.0,3.0,2.76031,-95.0,
100.0,0.05,3.0,10.0,0.0,0.05359,0.0,281.53132,296.70973,296.70973,0.05116,595.0,29.0,78.71215,280.8087,0.0,1.0,2.76031,-95.0,
100.0,0.05,4.0,10.0,0.0,0.05359,0.0,281.53132,296.70973,296.70973,0.05116,595.0,30.0,77.65532,280.8087,0.0,1.0,2.76031,-95.0,
100.0,0.05,5.0,10.0,0.0,0.05359,0.0,281.53132,296.70973,296.70973,0.05116,595.0,41.0,0.0,280.8087,0.0,1.0,2.76031,-95.0,
100.0,0.05,6.0,10.0,0.0,0.03531,0.0,281.53132,291.08643,291.08643,0.03283,595.0,117.0,2.54227,280.8087,0.0,6.0,2.92769,5.0,
100.0,0.05,1.0,10.0,0.0,0.06366,0.00091,282.32378,299.28995,299.28995,0.05669,629.0,34.0,31.77543,280.23715,0.0,1.0,2.77543,-95.0,
100.0,0.05,2.0,10.0,0.0,0.06366,0.00091,282.32378,299.28995,299.28995,0.05669,629.0,130.0,2.77543,280.23715,0.0,1.0,2.77543,-95.0,
100.0,0.05,3.0,10.0,0.0,0.06366,0.00091,282.32378,299.28995,299.28995,0.05669,629.0,32.0,78.72727,280.23715,0.0,1.0,2.77543,-95.0,
100.0,0.05,4.0,10.0,0.0,0.06366,0.00091,282.32378,299.28995,299.28995,0.05669,629.0,32.0,77.67044,280.23715,0.0,1.0,2.77543,-95.0,
100.0,0.05,5.0,10.0,0.0,0.06217,0.00091,282.32378,298.81463,298.81463,0.05519,629.0,47.0,0.0,280.23715,0.0,10.0,4.16667,5.0,
100.0,0.05,6.0,10.0,0.0,0.04311,0.00091,282.32378,292.86125,292.86125,0.03598,629.0,123.0,2.50259,280.23715,0.0,6.0,2.97599,5.0,
100.0,0.07,1.0,10.0,0.0,0.07269,0.00082,284.47788,305.85646,305.85646,0.0699,1246.0,29.0,20.23581,283.62285,0.0,1.0,2.83581,-93.0,
100.0,0.07,2.0,10.0,0.0,0.07269,0.00082,284.47788,305.85646,305.85646,0.0699,1246.0,41.0,2.83581,283.62285,0.0,1.0,2.83581,-93.0,
100.0,0.07,3.0,10.0,0.0,0.07269,0.00082,284.47788,305.85646,305.85646,0.0699,1246.0,20.0,69.16838,283.62285,0.0,1.0,2.83581,-93.0,
100.0,0.07,4.0,10.0,0.0,0.07269,0.00082,284.47788,305.85646,305.85646,0.0699,1246.0,21.0,67.68882,283.62285,0.0,1.0,2.83581,-93.0,
100.0,0.07,5.0,10.0,0.0,0.05063,0.00082,284.47788,298.74869,298.74869,0.04777,1246.0,34.0,0.0,283.62285,0.0,10.0,4.16667,4.0,
100.0,0.07,6.0,10.0,0.0,0.03655,0.00082,284.47788,294.38154,294.38154,0.03364,1246.0,79.0,2.57056,283.62285,0.0,6.0,3.07488,4.0,
100.0,0.07,1.0,10.0,0.0,0.07294,0.00913,283.71274,,,0.07294,615.0,321.0,20.23575,283.71274,,,,,306.03494
100.0,0.07,2.0,10.0,0.0,0.06987,0.00913,283.71274,,,0.06987,615.0,694.0,4.30108,283.71274,,,,,305.02561
100.0,0.07,3.0,10.0,0.0,0.07294,0.00913,283.71274,,,0.07294,615.0,294.0,69.16833,283.71274,,,,,306.03494
100.0,0.07,4.0,10.0,0.0,0.07294,0.00913,283.71274,,,0.07294,615.0,289.0,67.68877,283.71274,,,,,306.03494
100.0,0.07,5.0,10.0,0.0,0.0445,0.00913,283.71274,,,0.0445,615.0,579.0,1.08423,283.71274,,,,,296.92586
