Omega,Tolerance,Step Size Rule,Iterations,Converged?,Gap LR,Gap Naive,Obj. Naive,Obj. LR,Gap,Time Naive,Time LR,Final Lambda,LB Heuristic
,,,,,,,,,,,,,-232.51961
,,,,,,,,,,,,,-232.25544
,,,,,,,,,,,,,-231.93153
,,,,,,,,,,,,,-232.5794
,,,,,,,,,,,,,-232.31915
,,,,,,,,,,,,,-232.79318
,,,,,,,,,,,,,-232.42323
,,,,,,,,,,,,,-232.22148
,,,,,,,,,,,,,-232.17406
,,,,,,,,,,,,,-232.4766
,,,,,,,,,,,,,-232.04316
,,,,,,,,,,,,,-231.9822
,,,,,,,,,,,,,-232.78955
,,,,,,,,,,,,,-232.29619
,,,,,,,,,,,,,-232.06676
,,,,,,,,,,,,,-232.2072
,,,,,,,,,,,,,-232.33147
,,,,,,,,,,,,,-232.27463
,,,,,,,,,,,,,-232.18334
,,,,,,,,,,,,,-232.72945
,,,,,,,,,,,,,-232.78265
,,,,,,,,,,,,,-232.54199
,,,,,,,,,,,,,-232.22539
,,,,,,,,,,,,,-232.84263
,,,,,,,,,,,,,-232.64058
,,,,,,,,,,,,,-233.04806
,,,,,,,,,,,,,-232.67628
,,,,,,,,,,,,,-232.49185
,,,,,,,,,,,,,-232.43619
,,,,,,,,,,,,,-232.74583
,,,,,,,,,,,,,-232.59914
,,,,,,,,,,,,,-232.29761
,,,,,,,,,,,,,-233.04545
,,,,,,,,,,,,,-232.57924
,,,,,,,,,,,,,-232.33111
,,,,,,,,,,,,,-232.48295
,,,,,,,,,,,,,-232.5931
,,,,,,,,,,,,,-232.54114
,,,,,,,,,,,,,-232.44916
,,,,,,,,,,,,,-232.98168
,,,,,,,,,,,,1760.0,-233.02155
,,,,,,,,,,,,1725.0,-232.78989
,,,,,,,,,,,,1432.0,-232.49964
,,,,,,,,,,,,1717.0,-233.07977
,,,,,,,,,,,,1532.0,-232.91172
,,,,,,,,,,,,1617.0,-233.29575
,,,,,,,,,,,,1914.0,-232.91583
,,,,,,,,,,,,1717.0,-232.74108
,,,,,,,,,,,,1856.0,-232.69472
,,,,,,,,,,,,2226.0,-232.97961
,,,,,,,,,,,,1909.0,-232.89529
,,,,,,,,,,,,1470.0,-232.55776
,,,,,,,,,,,,1630.0,-233.2793
,,,,,,,,,,,,1400.0,-232.85008
,,,,,,,,,,,,2205.0,-232.57355
,,,,,,,,,,,,1651.0,-232.73133
,,,,,,,,,,,,1917.0,-232.84373
,,,,,,,,,,,,2206.0,-232.77314
,,,,,,,,,,,,1735.0,-232.70414
,,,,,,,,,,,,2218.0,-233.19993
,,,,,,,,,,,,,-277.15468
,,,,,,,,,,,,,-277.25587
,,,,,,,,,,,,,-276.62922
,,,,,,,,,,,,,-277.13324
,,,,,,,,,,,,,-277.26187
,,,,,,,,,,,,,-277.47783
,,,,,,,,,,,,,-277.18242
,,,,,,,,,,,,,-277.08389
,,,,,,,,,,,,,-276.79452
,,,,,,,,,,,,,-276.91653
,,,,,,,,,,,,,-276.94722
,,,,,,,,,,,,,-276.79363
,,,,,,,,,,,,,-277.43814
,,,,,,,,,,,,,-277.07236
,,,,,,,,,,,,,-276.92496
,,,,,,,,,,,,,-276.74575
,,,,,,,,,,,,,-276.91218
,,,,,,,,,,,,,-276.71342
,,,,,,,,,,,,,-277.03388
,,,,,,,,,,,,,-276.9196
