Omega,Tolerance,Step Size Rule,Iterations,Converged?,Gap LR,Gap Naive,Obj. Naive,Obj. LR,Gap,Time Naive,Time LR,Final Lambda,LB Heuristic
,,,,,,,,,,,,,-254.04725
,,,,,,,,,,,,,-232.51961
,,,,,,,,,,,,,-253.92154
,,,,,,,,,,,,,-232.25544
,,,,,,,,,,,,,-253.29582
,,,,,,,,,,,,,-231.93153
,,,,,,,,,,,,,-253.81571
,,,,,,,,,,,,,-232.5794
,,,,,,,,,,,,,-253.86418
,,,,,,,,,,,,,-232.31915
,,,,,,,,,,,,,-254.06651
,,,,,,,,,,,,,-232.79318
,,,,,,,,,,,,,-253.90966
,,,,,,,,,,,,,-232.42323
,,,,,,,,,,,,,-254.01794
,,,,,,,,,,,,,-232.22148
,,,,,,,,,,,,,-253.50453
,,,,,,,,,,,,,-232.17406
,,,,,,,,,,,,,-253.62094
,,,,,,,,,,,,,-232.4766
,,,,,,,,,,,,,-253.66038
,,,,,,,,,,,,,-232.04316
,,,,,,,,,,,,,-253.49819
,,,,,,,,,,,,,-231.9822
,,,,,,,,,,,,,-254.01816
,,,,,,,,,,,,,-232.78955
,,,,,,,,,,,,,-253.76855
,,,,,,,,,,,,,-232.29619
,,,,,,,,,,,,,-253.86241
,,,,,,,,,,,,,-232.06676
,,,,,,,,,,,,,-253.6209
,,,,,,,,,,,,,-232.2072
,,,,,,,,,,,,,-253.79874
,,,,,,,,,,,,,-232.33147
,,,,,,,,,,,,,-253.7179
,,,,,,,,,,,,,-232.27463
,,,,,,,,,,,,,-253.69202
,,,,,,,,,,,,,-232.18334
,,,,,,,,,,,,,-253.91609
,,,,,,,,,,,,,-232.72945
,,,,,,,,,,,,,-254.31436
,,,,,,,,,,,,,-232.78265
,,,,,,,,,,,,,-258.15563
,,,,,,,,,,,,,-232.54199
,,,,,,,,,,,,,-253.58076
,,,,,,,,,,,,,-232.22539
,,,,,,,,,,,,,-254.07909
,,,,,,,,,,,,,-232.84263
,,,,,,,,,,,,,-258.01652
,,,,,,,,,,,,,-232.64058
,,,,,,,,,,,,,-254.34
,,,,,,,,,,,,,-233.04806
,,,,,,,,,,,,,-254.1946
,,,,,,,,,,,,,-232.67628
,,,,,,,,,,,,,-254.25584
,,,,,,,,,,,,,-232.49185
,,,,,,,,,,,,,-253.78602
,,,,,,,,,,,,,-232.43619
,,,,,,,,,,,,,-253.87677
,,,,,,,,,,,,,-232.74583
,,,,,,,,,,,,,-253.91379
,,,,,,,,,,,,,-232.59914
,,,,,,,,,,,,,-253.79533
,,,,,,,,,,,,,-232.29761
,,,,,,,,,,,,,-254.29371
,,,,,,,,,,,,,-233.04545
,,,,,,,,,,,,,-254.05227
,,,,,,,,,,,,,-232.57924
,,,,,,,,,,,,,-254.09742
,,,,,,,,,,,,,-232.33111
,,,,,,,,,,,,,-253.90145
,,,,,,,,,,,,,-232.48295
,,,,,,,,,,,,,-254.07928
,,,,,,,,,,,,,-232.5931
,,,,,,,,,,,,,-253.94229
,,,,,,,,,,,,,-232.54114
,,,,,,,,,,,,,-253.92773
,,,,,,,,,,,,,-232.44916
,,,,,,,,,,,,,-254.13963
,,,,,,,,,,,,,-232.98168
,,,,,,,,,,,,20.0,-261.41632
,,,,,,,,,,,,19.0,-233.02155
,,,,,,,,,,,,20.0,-265.15664
,,,,,,,,,,,,19.0,-232.78989
,,,,,,,,,,,,20.0,-264.39347
,,,,,,,,,,,,20.0,-232.49964
,,,,,,,,,,,,20.0,-261.08256
,,,,,,,,,,,,19.0,-233.07977
,,,,,,,,,,,,20.0,-264.91383
,,,,,,,,,,,,19.0,-232.91172
,,,,,,,,,,,,20.0,-261.30773
,,,,,,,,,,,,19.0,-233.29575
,,,,,,,,,,,,20.0,-265.01471
,,,,,,,,,,,,19.0,-232.91583
,,,,,,,,,,,,20.0,-264.89982
,,,,,,,,,,,,19.0,-232.74108
,,,,,,,,,,,,20.0,-264.43952
,,,,,,,,,,,,19.0,-232.69472
,,,,,,,,,,,,20.0,-260.82924
,,,,,,,,,,,,19.0,-232.97961
,,,,,,,,,,,,20.0,-260.90918
,,,,,,,,,,,,19.0,-232.89529
,,,,,,,,,,,,20.0,-260.93583
,,,,,,,,,,,,19.0,-232.55776
,,,,,,,,,,,,20.0,-261.37465
,,,,,,,,,,,,19.0,-233.2793
,,,,,,,,,,,,19.0,-261.12306
,,,,,,,,,,,,20.0,-232.85008
,,,,,,,,,,,,20.0,-261.08779
,,,,,,,,,,,,20.0,-232.57355
,,,,,,,,,,,,20.0,-264.5932
,,,,,,,,,,,,19.0,-232.73133
,,,,,,,,,,,,20.0,-261.1283
,,,,,,,,,,,,19.0,-232.84373
,,,,,,,,,,,,20.0,-264.60242
,,,,,,,,,,,,19.0,-232.77314
,,,,,,,,,,,,20.0,-260.995
,,,,,,,,,,,,19.0,-232.70414
,,,,,,,,,,,,20.0,-261.06342
,,,,,,,,,,,,19.0,-233.19993
,,,,,,,,,,,,,-261.63608
,,,,,,,,,,,,,-277.15468
,,,,,,,,,,,,,-265.43368
,,,,,,,,,,,,,-277.25587
,,,,,,,,,,,,,-264.72706
,,,,,,,,,,,,,-276.62922
,,,,,,,,,,,,,-261.31482
,,,,,,,,,,,,,-277.13324
,,,,,,,,,,,,,-265.19582
,,,,,,,,,,,,,-277.26187
,,,,,,,,,,,,,-265.28224
,,,,,,,,,,,,,-277.47783
,,,,,,,,,,,,,-265.32159
,,,,,,,,,,,,,-277.18242
,,,,,,,,,,,,,-265.19031
,,,,,,,,,,,,,-277.08389
,,,,,,,,,,,,,-264.7527
,,,,,,,,,,,,,-276.79452
,,,,,,,,,,,,,-261.05451
,,,,,,,,,,,,,-276.91653
,,,,,,,,,,,,,-261.12241
,,,,,,,,,,,,,-276.94722
,,,,,,,,,,,,,-261.17037
,,,,,,,,,,,,,-276.79363
,,,,,,,,,,,,,-265.1203
,,,,,,,,,,,,,-277.43814
