Omega,Tolerance,Step Size Rule,Iterations,Converged?,Gap LR,Gap Naive,Obj. Naive,Obj. LR,Gap,Time Naive,Time LR,Final Lambda,LB Heuristic
,,,,,,,,,,,,373.0,-5575.05352
,,,,,,,,,,,,375.0,-5629.99991
,,,,,,,,,,,,384.0,-5614.7898
,,,,,,,,,,,,381.0,-5657.48586
,,,,,,,,,,,,383.0,-5639.15508
,,,,,,,,,,,,381.0,-5459.52697
,,,,,,,,,,,,379.0,-5397.71552
,,,,,,,,,,,,383.0,-5663.52047
,,,,,,,,,,,,383.0,-5473.68947
,,,,,,,,,,,,381.0,-5543.69213
,,,,,,,,,,,,379.0,-5597.17258
,,,,,,,,,,,,383.0,-5618.44558
,,,,,,,,,,,,379.0,-5645.91308
,,,,,,,,,,,,383.0,-5643.89069
,,,,,,,,,,,,383.0,-5684.75441
,,,,,,,,,,,,377.0,-5655.77752
,,,,,,,,,,,,379.0,-5450.20336
,,,,,,,,,,,,379.0,-5535.48797
,,,,,,,,,,,,384.0,-5587.45447
,,,,,,,,,,,,384.0,-5608.0648
