2087      0.018
1074 8      0.102       0.005 Loop       
1199 5      0.032       0.038 Equation   Const_3_2 (20700)
1218 6      0.034       0.057 Equation   Const_6 (20700)
1213 1      0.061       0.052 Equation   Const_5 (20700)
1257 9      0.170       0.058 GAMS Fini   
1169 7      0.158       0.015 Equation   Objective (1)
1209 4      0.072       0.046 Equation   Const_4_2 (19800)
1257 3      0.301       0.058 Solve Fini schedule (661525)
1205 10      0.072       0.042 Equation   Const_4_1 (19800)
1196 2      0.032       0.031 Equation   Const_3_1 (20700)
