5536      0.032
3129 9      0.089       0.005 Loop       
3210 8      0.046       0.047 Equation   Const_chance_1 (36000)
3129 6      0.033       0.005 Loop       
3202 4      0.092       0.018 Equation   Objective (1)
3129 1      0.033       0.005 Loop       
3256 2      0.146       0.048 GAMS Fini   
3204 10      0.035       0.035 Equation   Const1 (34500)
3256 7      0.202       0.048 Solve Fini schedule (319525)
3128 3      0.593       0.005 Loop       
3129 5      0.036       0.005 Loop       
