,Omega,Tolerance,Step Size Rule,Iterations,Converged?,Gap LR,Gap Naive,Obj. Naive,Obj. LR (UB),"Obj. LR (LB),",Gap,Time Naive,Time LR,Final Lambda,LB Heuristic,BBP,Best iter,Lambda best iter,Gamma best iter,Obj. LR,Time,QP,IR,AP
0,100.0,0.05,1.0,5.0,0.0,0.4958,0.43468,6449.58939,11093.31432,10164.76906,0.41861,4203.0,51509.0,840.88557,5593.23816,0.0,5.0,843.78557,5.0,,,-6683.624,-5593.23816,-4891.2659
1,100.0,0.05,2.0,7.0,0.0,0.51484,0.43468,6449.58939,11528.70239,10928.91419,0.44056,4203.0,41022.0,997.38557,5593.23816,0.0,4.0,997.38557,5.0,,,-6683.624,-5593.23816,-4891.2659
2,100.0,0.05,3.0,5.0,0.0,0.49292,0.43468,6449.58939,11030.32587,10361.51906,0.41529,4203.0,51510.0,880.99271,5593.23816,0.0,5.0,883.13557,5.0,,,-6683.624,-5593.23816,-4891.2659
3,100.0,0.05,4.0,5.0,0.0,0.49399,0.43468,6449.58939,11053.714,10363.15764,0.41652,4203.0,51503.0,881.22722,5593.23816,0.0,5.0,883.46329,5.0,,,-6683.624,-5593.23816,-4891.2659
4,100.0,0.05,5.0,6.0,0.0,0.49564,0.43468,6449.58939,11089.82549,9908.57124,0.41842,4203.0,51521.0,782.38557,5593.23816,0.0,6.0,832.38557,5.0,,,-6683.624,-5593.23816,-4891.2659
5,100.0,0.05,6.0,8.0,0.0,0.49327,0.43468,6449.58939,11037.90279,10266.71153,0.41569,4203.0,51519.0,0.0,5593.23816,0.0,8.0,864.94504,5.0,,,-6683.624,-5593.23816,-4891.2659
