"Omega","Tolerance","Step Size Rule","Iterations","Converged?","Gap LR","Gap Naive","Obj. Naive","Obj. LR (UB)","Obj. LR (LB),","Gap","Time Naive","Time LR","Final Lambda","LB Heuristic","BBP","Best iter","Lambda best iter","Gamma best iter"
600.00000,0.05000,6.00000,8.00000,0.00000,0.08202,0.19203,232.29671,275.03452,275.03452,0.08202,4244.00000,45279.00000,0.00000,252.47711,0.00000,4.00000,0.97800,24.00000
