"iter1",0.000,1.000
"iter2",0.000,2.000
"iter3",0.000,1.000
"iter4",0.000,2.000
"iter5",0.000,2.000
"iter6",0.000,2.000
"iter7",0.000,2.000
"iter8",0.000,2.000
"iter9",-258.372,3.000
"iter10",-258.372,2.000
"iter11",-258.372,2.000
"iter12",-258.372,1.000
"iter13",-261.559,3.000
"iter14",-261.559,2.000
"iter15",-261.559,2.000
"iter16",-254.982,2.000
"iter17",-254.982,2.000
"iter18",-254.982,2.000
"iter19",-251.756,2.000
"iter20",-259.344,2.000
"iter21",-259.344,2.000
"iter22",-243.320,2.000
"iter23",-253.180,2.000
"iter24",-254.058,3.000
"iter25",-254.268,3.000
"iter26",-254.559,2.000
"iter27",-252.526,2.000
"iter28",-256.188,2.000
"iter29",-254.423,2.000
"iter30",0.000,2.000
