3375      0.020
2145 2      0.144       0.030 Solve Fini schedule (191725)
2011 1      0.261       0.004 Loop       
2145 10      0.064       0.030 GAMS Fini   
2012 3      0.024       0.004 Loop       
2012 8      0.024       0.004 Loop       
2012 7      0.024       0.004 Loop       
2096 9      0.035       0.030 Equation   Const_chance_1 (21600)
2090 4      0.040       0.023 Equation   Const1 (20700)
2012 5      0.024       0.004 Loop       
2088 6      0.095       0.012 Equation   Objective (1)
