523      0.017
530 10      0.251       0.007 Equation   Const_3_2 (2300)
527 8      0.250       0.007 Equation   Const_3_1 (2300)
535 6      0.251       0.008 Equation   Const_4_1 (2200)
511 4      0.288       0.006 Equation   Const1_1 (2400)
502 1      0.175       0.004 Equation   Objective (1)
538 3      0.335       0.008 Equation   Const_4_2 (2200)
541 2      0.182       0.009 Equation   Const_5 (2300)
597 7      0.651       0.010 GAMS Fini   
545 9      0.175       0.009 Equation   Const_6 (2300)
597 5      1.633       0.010 Solve Fini schedule (73525)
