5536      0.035
3129 7      0.042       0.005 Loop       
3256 3      0.108       0.048 GAMS Fini   
3256 2      0.268       0.048 Solve Fini schedule (319525)
3204 9      0.036       0.035 Equation   Const1 (34500)
3129 10      0.056       0.005 Loop       
3129 5      0.044       0.005 Loop       
3128 6      0.699       0.005 Loop       
3129 8      0.044       0.005 Loop       
3202 1      0.080       0.018 Equation   Objective (1)
3129 4      0.065       0.005 Loop       
