2087      0.018
1169 8      0.086       0.015 Equation   Objective (1)
1209 9      0.072       0.046 Equation   Const_4_2 (19800)
1199 4      0.068       0.038 Equation   Const_3_2 (20700)
1074 5      0.101       0.005 Loop       
1205 1      0.099       0.042 Equation   Const_4_1 (19800)
1213 2      0.027       0.052 Equation   Const_5 (20700)
1218 3      0.034       0.057 Equation   Const_6 (20700)
1257 7      0.431       0.058 Solve Fini schedule (661525)
1257 10      0.187       0.058 GAMS Fini   
1196 6      0.031       0.031 Equation   Const_3_1 (20700)
