,Omega,Tolerance,Step Size Rule,Iterations,Converged?,Gap LR,Gap Naive,Obj. Naive,Obj. LR,Gap,Time Naive,Time LR,Final Lambda,LB Heuristic,IR,AP
0,600.0,0.01,1.0,2.0,0.0,0.02142,0.06987,243.27918,249.81986,0.02142,4254.0,2616.0,344.52,244.46824,0.0,0.0
1,600.0,0.01,2.0,2.0,0.0,0.02142,0.06987,243.27918,249.81986,0.02142,4254.0,2636.0,0.3367,244.46824,0.0,0.0
2,600.0,0.01,3.0,2.0,0.0,0.02142,0.06987,243.27918,249.81986,0.02142,4254.0,2613.0,445.5,244.46824,0.0,0.0
3,600.0,0.01,4.0,2.0,0.0,0.02142,0.06987,243.27918,249.81986,0.02142,4254.0,2600.0,420.02143,244.46824,0.0,0.0
4,600.0,0.01,5.0,2.0,0.0,0.02142,0.06987,243.27918,249.81986,0.02142,4254.0,2654.0,0.25253,244.46824,0.0,0.0
5,600.0,0.01,6.0,2.0,0.0,0.02142,0.06987,243.27918,249.81986,0.02142,4254.0,2645.0,0.8593,244.46824,0.0,0.0
