Omega,Tolerance,Step Size Rule,Iterations,Converged?,Gap LR,Gap Naive,Obj. Naive,Obj. LR,Gap,Time Naive,Time LR,Final Lambda,LB Heuristic
,,,,,,,,,,,,716.0,-5196.17126
,,,,,,,,,,,,713.0,-5225.57923
,,,,,,,,,,,,713.0,-5153.467
,,,,,,,,,,,,716.0,-5173.03313
,,,,,,,,,,,,702.0,-5316.90593
,,,,,,,,,,,,719.0,-5209.96343
,,,,,,,,,,,,705.0,-5213.0166
,,,,,,,,,,,,714.0,-5308.64896
,,,,,,,,,,,,714.0,-5158.6487
,,,,,,,,,,,,715.0,-5121.75636
,,,,,,,,,,,,711.0,-5265.3231
,,,,,,,,,,,,713.0,-5136.1761
,,,,,,,,,,,,716.0,-5079.9651
,,,,,,,,,,,,718.0,-5115.91706
,,,,,,,,,,,,707.0,-5129.03013
,,,,,,,,,,,,708.0,-5139.47346
,,,,,,,,,,,,711.0,-5288.5806
,,,,,,,,,,,,718.0,-5125.28343
,,,,,,,,,,,,706.0,-5208.67936
,,,,,,,,,,,,715.0,-5077.98576
