Unnamed: 0,Omega,Tolerance,Step Size Rule,Iterations,Converged?,Gap LR,Gap Naive,Obj. Naive,Obj. LR (UB),"Obj. LR (LB),",Gap,Time Naive,Time LR,Final Lambda,LB Heuristic,BBP,Best iter,Lambda best iter,Gamma best iter,Obj. LR,Time,QP,IR,AP
4.0,1500.0,0.01,5.0,3.0,0.0,0.48697,0.97716,228.90255,9942.87933,4303.34633,0.48697,4204.0,4231.0,50.0,5100.9787,0.0,1.0,58.06767,15.0,,,-4367.124,-5100.9787,-4602.94408
5.0,1500.0,0.01,6.0,3.0,0.0,0.48697,0.97716,228.90255,9942.87933,4303.34633,0.48697,4204.0,4231.0,0.0,5100.9787,0.0,1.0,58.06767,15.0,,,-4367.124,-5100.9787,-4602.94408
0.0,1500.0,0.01,1.0,3.0,0.0,0.49341,0.61948,3721.94239,9876.28958,4261.91812,0.49341,4204.0,4317.0,902.21571,5003.21703,0.0,1.0,58.31571,15.0,,,-4219.009,-5003.21703,-4556.38175
1.0,1500.0,0.01,2.0,3.0,0.0,0.49341,0.61948,3721.94239,9876.28958,4261.91812,0.49341,4204.0,4239.0,0.0,5003.21703,0.0,1.0,58.31571,15.0,,,-4219.009,-5003.21703,-4556.38175
2.0,1500.0,0.01,3.0,3.0,0.0,0.49341,0.61948,3721.94239,9876.28958,4261.91812,0.49341,4204.0,4268.0,1148.06571,5003.21703,0.0,1.0,58.31571,15.0,,,-4219.009,-5003.21703,-4556.38175
3.0,1500.0,0.01,4.0,3.0,0.0,0.49341,0.61948,3721.94239,9876.28958,4261.91812,0.49341,4204.0,4269.0,1084.70903,5003.21703,0.0,1.0,58.31571,15.0,,,-4219.009,-5003.21703,-4556.38175
4.0,1500.0,0.01,5.0,3.0,0.0,0.49341,0.61948,3721.94239,9876.28958,4261.91812,0.49341,4204.0,4234.0,50.0,5003.21703,0.0,1.0,58.31571,15.0,,,-4219.009,-5003.21703,-4556.38175
5.0,1500.0,0.01,6.0,3.0,0.0,0.49341,0.61948,3721.94239,9876.28958,4261.91812,0.49341,4204.0,4234.0,0.0,5003.21703,0.0,1.0,58.31571,15.0,,,-4219.009,-5003.21703,-4556.38175
0.0,1500.0,0.01,1.0,3.0,0.0,0.49125,0.61862,3731.92486,9872.73771,4093.49746,0.49125,4204.0,4319.0,902.12514,5022.78926,0.0,1.0,58.22514,15.0,,,-4250.386,-5022.78926,-4555.52752
1.0,1500.0,0.01,2.0,3.0,0.0,0.49125,0.61862,3731.92486,9872.73771,4093.49746,0.49125,4204.0,4234.0,0.0,5022.78926,0.0,1.0,58.22514,15.0,,,-4250.386,-5022.78926,-4555.52752
2.0,1500.0,0.01,3.0,3.0,0.0,0.49125,0.61862,3731.92486,9872.73771,4093.49746,0.49125,4204.0,4271.0,1147.97514,5022.78926,0.0,1.0,58.22514,15.0,,,-4250.386,-5022.78926,-4555.52752
3.0,1500.0,0.01,4.0,3.0,0.0,0.49125,0.61862,3731.92486,9872.73771,4093.49746,0.49125,4204.0,4278.0,1084.61846,5022.78926,0.0,1.0,58.22514,15.0,,,-4250.386,-5022.78926,-4555.52752
4.0,1500.0,0.01,5.0,3.0,0.0,0.49125,0.61862,3731.92486,9872.73771,4093.49746,0.49125,4204.0,4233.0,50.0,5022.78926,0.0,1.0,58.22514,15.0,,,-4250.386,-5022.78926,-4555.52752
5.0,1500.0,0.01,6.0,3.0,0.0,0.49125,0.61862,3731.92486,9872.73771,4093.49746,0.49125,4204.0,4234.0,0.0,5022.78926,0.0,1.0,58.22514,15.0,,,-4250.386,-5022.78926,-4555.52752
0.0,1500.0,0.01,1.0,3.0,0.0,0.49352,0.63594,3575.3368,9906.12869,3910.21445,0.49352,4204.0,4323.0,902.10398,5017.25266,0.0,1.0,58.20398,15.0,,,-4522.166,-5017.25266,-4590.64776
1.0,1500.0,0.01,2.0,3.0,0.0,0.49362,0.63594,3575.3368,9908.12783,3910.21445,0.49362,4204.0,4232.0,0.0,5017.25266,0.0,1.0,58.20398,15.0,,,-4522.166,-5017.25266,-4590.64776
2.0,1500.0,0.01,3.0,3.0,0.0,0.49352,0.63594,3575.3368,9906.12869,3910.21445,0.49352,4204.0,4281.0,1147.95398,5017.25266,0.0,1.0,58.20398,15.0,,,-4522.166,-5017.25266,-4590.64776
3.0,1500.0,0.01,4.0,3.0,0.0,0.49362,0.63594,3575.3368,9908.12783,3910.21445,0.49362,4204.0,4273.0,1084.59729,5017.25266,0.0,1.0,58.20398,15.0,,,-4522.166,-5017.25266,-4590.64776
4.0,1500.0,0.01,5.0,3.0,0.0,0.49362,0.63594,3575.3368,9908.12783,3910.21445,0.49362,4204.0,4235.0,50.0,5017.25266,0.0,1.0,58.20398,15.0,,,-4522.166,-5017.25266,-4590.64776
5.0,1500.0,0.01,6.0,3.0,0.0,0.49362,0.63594,3575.3368,9908.12783,3910.21445,0.49362,4204.0,4233.0,0.0,5017.25266,0.0,1.0,58.20398,15.0,,,-4522.166,-5017.25266,-4590.64776
0.0,1500.0,0.01,1.0,3.0,0.0,0.48843,0.58853,4025.44422,9882.49996,3833.02308,0.48843,4204.0,4325.0,901.69039,5055.58313,0.0,1.0,57.79039,15.0,,,-4379.478,-5055.58313,-4509.36543
1.0,1500.0,0.01,2.0,3.0,0.0,0.48843,0.58853,4025.44422,9882.49996,3833.02308,0.48843,4204.0,4237.0,0.0,5055.58313,0.0,1.0,57.79039,15.0,,,-4379.478,-5055.58313,-4509.36543
2.0,1500.0,0.01,3.0,3.0,0.0,0.48843,0.58853,4025.44422,9882.49996,3833.02308,0.48843,4204.0,4272.0,1147.54039,5055.58313,0.0,1.0,57.79039,15.0,,,-4379.478,-5055.58313,-4509.36543
3.0,1500.0,0.01,4.0,3.0,0.0,0.48843,0.58853,4025.44422,9882.49996,3833.02308,0.48843,4204.0,4271.0,1084.1837,5055.58313,0.0,1.0,57.79039,15.0,,,-4379.478,-5055.58313,-4509.36543
4.0,1500.0,0.01,5.0,3.0,0.0,0.48843,0.58853,4025.44422,9882.49996,3833.02308,0.48843,4204.0,4234.0,50.0,5055.58313,0.0,1.0,57.79039,15.0,,,-4379.478,-5055.58313,-4509.36543
5.0,1500.0,0.01,6.0,3.0,0.0,0.48843,0.58853,4025.44422,9882.49996,3833.02308,0.48843,4204.0,4237.0,0.0,5055.58313,0.0,1.0,57.79039,15.0,,,-4379.478,-5055.58313,-4509.36543
0.0,1500.0,0.01,1.0,3.0,0.0,0.49784,0.62512,3652.17602,9838.22219,4009.97301,0.49784,4203.0,4316.0,902.03871,4940.40183,0.0,1.0,58.13871,15.0,,,-4004.407,-4940.40183,-4495.09698
1.0,1500.0,0.01,2.0,3.0,0.0,0.49741,0.62512,3652.17602,9829.93555,4009.97301,0.49741,4203.0,4240.0,0.0,4940.40183,0.0,1.0,58.13871,15.0,,,-4004.407,-4940.40183,-4495.09698
2.0,1500.0,0.01,3.0,3.0,0.0,0.49741,0.62512,3652.17602,9829.93555,4075.06031,0.49741,4203.0,4278.0,1147.88871,4940.40183,0.0,1.0,58.13871,15.0,,,-4004.407,-4940.40183,-4495.09698
3.0,1500.0,0.01,4.0,3.0,0.0,0.49741,0.62512,3652.17602,9829.93555,4009.97301,0.49741,4203.0,4269.0,1084.53203,4940.40183,0.0,1.0,58.13871,15.0,,,-4004.407,-4940.40183,-4495.09698
4.0,1500.0,0.01,5.0,3.0,0.0,0.49784,0.62512,3652.17602,9838.22219,4009.97301,0.49784,4203.0,4235.0,50.0,4940.40183,0.0,1.0,58.13871,15.0,,,-4004.407,-4940.40183,-4495.09698
5.0,1500.0,0.01,6.0,3.0,0.0,0.49784,0.62512,3652.17602,9838.22219,4009.97301,0.49784,4203.0,4235.0,0.0,4940.40183,0.0,1.0,58.13871,15.0,,,-4004.407,-4940.40183,-4495.09698
0.0,1500.0,0.01,1.0,3.0,0.0,0.49082,0.61573,3780.76531,9919.88581,4125.5093,0.49082,4204.0,4317.0,901.8014,5050.97656,0.0,1.0,57.9014,15.0,,,-4396.995,-5050.97656,-4560.58022
1.0,1500.0,0.01,2.0,3.0,0.0,0.49082,0.61573,3780.76531,9919.88581,4319.36482,0.49082,4204.0,4234.0,0.0,5050.97656,0.0,1.0,57.9014,15.0,,,-4396.995,-5050.97656,-4560.58022
2.0,1500.0,0.01,3.0,3.0,0.0,0.49082,0.61573,3780.76531,9919.88581,4319.36482,0.49082,4204.0,4269.0,1147.6514,5050.97656,0.0,1.0,57.9014,15.0,,,-4396.995,-5050.97656,-4560.58022
3.0,1500.0,0.01,4.0,3.0,0.0,0.49082,0.61573,3780.76531,9919.88581,4125.5093,0.49082,4204.0,4281.0,1084.29472,5050.97656,0.0,1.0,57.9014,15.0,,,-4396.995,-5050.97656,-4560.58022
4.0,1500.0,0.01,5.0,3.0,0.0,0.49082,0.61573,3780.76531,9919.88581,4319.36482,0.49082,4204.0,4234.0,50.0,5050.97656,0.0,1.0,57.9014,15.0,,,-4396.995,-5050.97656,-4560.58022
5.0,1500.0,0.01,6.0,3.0,0.0,0.49082,0.61573,3780.76531,9919.88581,4319.36482,0.49082,4204.0,4232.0,0.0,5050.97656,0.0,1.0,57.9014,15.0,,,-4396.995,-5050.97656,-4560.58022
0.0,1500.0,0.01,1.0,3.0,0.0,0.49303,0.59989,3916.0316,9875.76181,3905.32589,0.49303,4204.0,4320.0,901.90634,5006.75836,0.0,1.0,58.00634,15.0,,,-4211.287,-5006.75836,-4511.36715
1.0,1500.0,0.01,2.0,3.0,0.0,0.49303,0.59989,3916.0316,9875.76181,3905.32589,0.49303,4204.0,4244.0,0.0,5006.75836,0.0,1.0,58.00634,15.0,,,-4211.287,-5006.75836,-4511.36715
2.0,1500.0,0.01,3.0,3.0,0.0,0.49303,0.59989,3916.0316,9875.76181,4012.19154,0.49303,4204.0,4271.0,1147.75634,5006.75836,0.0,1.0,58.00634,15.0,,,-4211.287,-5006.75836,-4511.36715
3.0,1500.0,0.01,4.0,3.0,0.0,0.49303,0.59989,3916.0316,9875.76181,4012.19154,0.49303,4204.0,4277.0,1084.39966,5006.75836,0.0,1.0,58.00634,15.0,,,-4211.287,-5006.75836,-4511.36715
4.0,1500.0,0.01,5.0,3.0,0.0,0.49303,0.59989,3916.0316,9875.76181,4012.19154,0.49303,4204.0,4239.0,50.0,5006.75836,0.0,1.0,58.00634,15.0,,,-4211.287,-5006.75836,-4511.36715
5.0,1500.0,0.01,6.0,3.0,0.0,0.49303,0.59989,3916.0316,9875.76181,4012.19154,0.49303,4204.0,4236.0,0.0,5006.75836,0.0,1.0,58.00634,15.0,,,-4211.287,-5006.75836,-4511.36715
0.0,1500.0,0.01,1.0,3.0,0.0,0.50009,0.60478,3849.20839,9831.38969,4304.74514,0.50009,4204.0,4324.0,901.43694,4914.83096,0.0,1.0,57.53694,15.0,,,-4089.535,-4914.83096,-4430.17069
1.0,1500.0,0.01,2.0,3.0,0.0,0.50009,0.60478,3849.20839,9831.38969,4304.74514,0.50009,4204.0,4236.0,0.0,4914.83096,0.0,1.0,57.53694,15.0,,,-4089.535,-4914.83096,-4430.17069
2.0,1500.0,0.01,3.0,3.0,0.0,0.50009,0.60478,3849.20839,9831.38969,4304.74514,0.50009,4204.0,4271.0,1147.28694,4914.83096,0.0,1.0,57.53694,15.0,,,-4089.535,-4914.83096,-4430.17069
3.0,1500.0,0.01,4.0,3.0,0.0,0.50009,0.60478,3849.20839,9831.38969,4304.74514,0.50009,4204.0,4273.0,1083.93026,4914.83096,0.0,1.0,57.53694,15.0,,,-4089.535,-4914.83096,-4430.17069
4.0,1500.0,0.01,5.0,3.0,0.0,0.50009,0.60478,3849.20839,9831.38969,4304.74514,0.50009,4204.0,4234.0,50.0,4914.83096,0.0,1.0,57.53694,15.0,,,-4089.535,-4914.83096,-4430.17069
5.0,1500.0,0.01,6.0,3.0,0.0,0.50009,0.60478,3849.20839,9831.38969,4304.74514,0.50009,4204.0,4235.0,0.0,4914.83096,0.0,1.0,57.53694,15.0,,,-4089.535,-4914.83096,-4430.17069
0.0,1500.0,0.01,1.0,3.0,0.0,0.49157,0.61123,3802.16866,9884.42828,4390.0682,0.49157,4203.0,4324.0,901.95971,5025.5421,0.0,1.0,58.05971,15.0,,,-4356.893,-5025.5421,-4588.97833
1.0,1500.0,0.01,2.0,3.0,0.0,0.49157,0.61123,3802.16866,9884.42828,4390.0682,0.49157,4203.0,4234.0,0.0,5025.5421,0.0,1.0,58.05971,15.0,,,-4356.893,-5025.5421,-4588.97833
2.0,1500.0,0.01,3.0,3.0,0.0,0.49157,0.61123,3802.16866,9884.42828,4390.0682,0.49157,4203.0,4267.0,1147.80971,5025.5421,0.0,1.0,58.05971,15.0,,,-4356.893,-5025.5421,-4588.97833
3.0,1500.0,0.01,4.0,3.0,0.0,0.49157,0.61123,3802.16866,9884.42828,4390.0682,0.49157,4203.0,4283.0,1084.45303,5025.5421,0.0,1.0,58.05971,15.0,,,-4356.893,-5025.5421,-4588.97833
4.0,1500.0,0.01,5.0,3.0,0.0,0.49157,0.61123,3802.16866,9884.42828,4390.0682,0.49157,4203.0,4232.0,50.0,5025.5421,0.0,1.0,58.05971,15.0,,,-4356.893,-5025.5421,-4588.97833
5.0,1500.0,0.01,6.0,3.0,0.0,0.49116,0.61123,3802.16866,9876.56,4418.0682,0.49116,4203.0,4234.0,0.0,5025.5421,0.0,1.0,58.05971,15.0,,,-4356.893,-5025.5421,-4588.97833
0.0,1500.0,0.01,1.0,3.0,0.0,0.50237,0.65729,3325.54671,9811.40248,3794.05113,0.50237,4204.0,4317.0,902.13114,4882.4922,0.0,1.0,58.23114,15.0,,,-4256.578,-4882.4922,-4439.50815
1.0,1500.0,0.01,2.0,3.0,0.0,0.50195,0.65729,3325.54671,9803.20423,3906.04751,0.50195,4204.0,4241.0,0.0,4882.4922,0.0,1.0,58.23114,15.0,,,-4256.578,-4882.4922,-4439.50815
2.0,1500.0,0.01,3.0,3.0,0.0,0.50195,0.65729,3325.54671,9803.20423,3906.04751,0.50195,4204.0,4272.0,1147.98114,4882.4922,0.0,1.0,58.23114,15.0,,,-4256.578,-4882.4922,-4439.50815
3.0,1500.0,0.01,4.0,3.0,0.0,0.50195,0.65729,3325.54671,9803.20423,3906.04751,0.50195,4204.0,4272.0,1084.62445,4882.4922,0.0,1.0,58.23114,15.0,,,-4256.578,-4882.4922,-4439.50815
4.0,1500.0,0.01,5.0,3.0,0.0,0.50195,0.65729,3325.54671,9803.20423,3906.04751,0.50195,4204.0,4249.0,50.0,4882.4922,0.0,1.0,58.23114,15.0,,,-4256.578,-4882.4922,-4439.50815
5.0,1500.0,0.01,6.0,3.0,0.0,0.50195,0.65729,3325.54671,9803.20423,3906.04751,0.50195,4204.0,4235.0,0.0,4882.4922,0.0,1.0,58.23114,15.0,,,-4256.578,-4882.4922,-4439.50815
0.0,1500.0,0.01,1.0,3.0,0.0,0.50365,0.59368,3907.50278,9716.62826,4416.70706,0.50365,4204.0,4319.0,902.16499,4822.85006,0.0,1.0,58.26499,15.0,,,-4388.712,-4822.85006,-4358.58182
1.0,1500.0,0.01,2.0,3.0,0.0,0.50356,0.59368,3907.50278,9714.80229,4416.70706,0.50356,4204.0,4239.0,0.0,4822.85006,0.0,1.0,58.26499,15.0,,,-4388.712,-4822.85006,-4358.58182
2.0,1500.0,0.01,3.0,3.0,0.0,0.50356,0.59368,3907.50278,9714.80229,4416.70706,0.50356,4204.0,4270.0,1148.01499,4822.85006,0.0,1.0,58.26499,15.0,,,-4388.712,-4822.85006,-4358.58182
3.0,1500.0,0.01,4.0,3.0,0.0,0.50356,0.59368,3907.50278,9714.80229,4416.70706,0.50356,4204.0,4287.0,1084.65831,4822.85006,0.0,1.0,58.26499,15.0,,,-4388.712,-4822.85006,-4358.58182
4.0,1500.0,0.01,5.0,3.0,0.0,0.50356,0.59368,3907.50278,9714.80229,4416.70706,0.50356,4204.0,4237.0,50.0,4822.85006,0.0,1.0,58.26499,15.0,,,-4388.712,-4822.85006,-4358.58182
5.0,1500.0,0.01,6.0,3.0,0.0,0.50356,0.59368,3907.50278,9714.80229,4416.70706,0.50356,4204.0,4234.0,0.0,4822.85006,0.0,1.0,58.26499,15.0,,,-4388.712,-4822.85006,-4358.58182
0.0,1500.0,0.01,1.0,3.0,0.0,0.49083,0.61503,3743.32025,9815.30729,4067.93106,0.49083,4204.0,4316.0,901.9509,4997.6776,0.0,1.0,58.0509,15.0,,,-4397.786,-4997.6776,-4460.61202
1.0,1500.0,0.01,2.0,3.0,0.0,0.49083,0.61503,3743.32025,9815.30729,4067.93106,0.49083,4204.0,4235.0,0.0,4997.6776,0.0,1.0,58.0509,15.0,,,-4397.786,-4997.6776,-4460.61202
2.0,1500.0,0.01,3.0,3.0,0.0,0.49083,0.61503,3743.32025,9815.30729,4067.93106,0.49083,4204.0,4280.0,1147.8009,4997.6776,0.0,1.0,58.0509,15.0,,,-4397.786,-4997.6776,-4460.61202
3.0,1500.0,0.01,4.0,3.0,0.0,0.49083,0.61503,3743.32025,9815.30729,4067.93106,0.49083,4204.0,4276.0,1084.44422,4997.6776,0.0,1.0,58.0509,15.0,,,-4397.786,-4997.6776,-4460.61202
4.0,1500.0,0.01,5.0,3.0,0.0,0.49083,0.61503,3743.32025,9815.30729,4067.93106,0.49083,4204.0,4247.0,50.0,4997.6776,0.0,1.0,58.0509,15.0,,,-4397.786,-4997.6776,-4460.61202
5.0,1500.0,0.01,6.0,3.0,0.0,0.49083,0.61503,3743.32025,9815.30729,4067.93106,0.49083,4204.0,4234.0,0.0,4997.6776,0.0,1.0,58.0509,15.0,,,-4397.786,-4997.6776,-4460.61202
0.0,1500.0,0.01,1.0,3.0,0.0,0.49047,0.63832,3534.64474,9868.96684,4068.37568,0.49047,4204.0,4316.0,901.67081,5028.56953,0.0,1.0,57.77081,15.0,,,-4228.023,-5028.56953,-4496.90146
1.0,1500.0,0.01,2.0,3.0,0.0,0.49047,0.63832,3534.64474,9868.96684,4068.37568,0.49047,4204.0,4235.0,0.0,5028.56953,0.0,1.0,57.77081,15.0,,,-4228.023,-5028.56953,-4496.90146
2.0,1500.0,0.01,3.0,3.0,0.0,0.49047,0.63832,3534.64474,9868.96684,4068.37568,0.49047,4204.0,4271.0,1147.52081,5028.56953,0.0,1.0,57.77081,15.0,,,-4228.023,-5028.56953,-4496.90146
3.0,1500.0,0.01,4.0,3.0,0.0,0.49047,0.63832,3534.64474,9868.96684,4068.37568,0.49047,4204.0,4269.0,1084.16413,5028.56953,0.0,1.0,57.77081,15.0,,,-4228.023,-5028.56953,-4496.90146
4.0,1500.0,0.01,5.0,3.0,0.0,0.49047,0.63832,3534.64474,9868.96684,4068.37568,0.49047,4204.0,4235.0,50.0,5028.56953,0.0,1.0,57.77081,15.0,,,-4228.023,-5028.56953,-4496.90146
5.0,1500.0,0.01,6.0,3.0,0.0,0.49047,0.63832,3534.64474,9868.96684,4068.37568,0.49047,4204.0,4236.0,0.0,5028.56953,0.0,1.0,57.77081,15.0,,,-4228.023,-5028.56953,-4496.90146
0.0,1500.0,0.01,1.0,3.0,0.0,0.49332,0.63009,3618.57569,9871.8355,4245.64773,0.49332,4204.0,4314.0,901.80312,5001.90896,0.0,1.0,57.90312,15.0,,,-4235.634,-5001.90896,-4421.18658
1.0,1500.0,0.01,2.0,3.0,0.0,0.49332,0.63009,3618.57569,9871.8355,4245.64773,0.49332,4204.0,4233.0,0.0,5001.90896,0.0,1.0,57.90312,15.0,,,-4235.634,-5001.90896,-4421.18658
2.0,1500.0,0.01,3.0,3.0,0.0,0.49315,0.63009,3618.57569,9868.558,4245.64773,0.49315,4204.0,4270.0,1147.65312,5001.90896,0.0,1.0,57.90312,15.0,,,-4235.634,-5001.90896,-4421.18658
3.0,1500.0,0.01,4.0,3.0,0.0,0.49332,0.63009,3618.57569,9871.8355,4245.64773,0.49332,4204.0,4268.0,1084.29644,5001.90896,0.0,1.0,57.90312,15.0,,,-4235.634,-5001.90896,-4421.18658
4.0,1500.0,0.01,5.0,3.0,0.0,0.49332,0.63009,3618.57569,9871.8355,4245.64773,0.49332,4204.0,4238.0,50.0,5001.90896,0.0,1.0,57.90312,15.0,,,-4235.634,-5001.90896,-4421.18658
5.0,1500.0,0.01,6.0,3.0,0.0,0.49315,0.63009,3618.57569,9868.558,4245.64773,0.49315,4204.0,4243.0,0.0,5001.90896,0.0,1.0,57.90312,15.0,,,-4235.634,-5001.90896,-4421.18658
0.0,1500.0,0.01,1.0,3.0,0.0,0.49223,0.59642,3950.62899,9889.19877,4334.83768,0.49223,4204.0,4313.0,901.93179,5021.45506,0.0,1.0,58.03179,15.0,,,-4462.343,-5021.45506,-4568.06719
1.0,1500.0,0.01,2.0,3.0,0.0,0.49223,0.59642,3950.62899,9889.19877,4334.83768,0.49223,4204.0,4233.0,0.0,5021.45506,0.0,1.0,58.03179,15.0,,,-4462.343,-5021.45506,-4568.06719
2.0,1500.0,0.01,3.0,3.0,0.0,0.49223,0.59642,3950.62899,9889.19877,4334.83768,0.49223,4204.0,4273.0,1147.78179,5021.45506,0.0,1.0,58.03179,15.0,,,-4462.343,-5021.45506,-4568.06719
3.0,1500.0,0.01,4.0,3.0,0.0,0.49223,0.59642,3950.62899,9889.19877,4334.83768,0.49223,4204.0,4270.0,1084.42511,5021.45506,0.0,1.0,58.03179,15.0,,,-4462.343,-5021.45506,-4568.06719
4.0,1500.0,0.01,5.0,3.0,0.0,0.49223,0.59642,3950.62899,9889.19877,4334.83768,0.49223,4204.0,4232.0,50.0,5021.45506,0.0,1.0,58.03179,15.0,,,-4462.343,-5021.45506,-4568.06719
5.0,1500.0,0.01,6.0,3.0,0.0,0.49261,0.59642,3950.62899,9896.55283,4306.14641,0.49261,4204.0,4232.0,0.0,5021.45506,0.0,1.0,58.03179,15.0,,,-4462.343,-5021.45506,-4568.06719
0.0,1500.0,0.01,1.0,3.0,0.0,0.48815,0.62901,3619.66153,9845.5699,4103.2364,0.48815,4205.0,4317.0,901.98771,5039.40803,0.0,1.0,58.08771,15.0,,,-4292.691,-5039.40803,-4572.15162
1.0,1500.0,0.01,2.0,3.0,0.0,0.48815,0.62901,3619.66153,9845.5699,4103.2364,0.48815,4205.0,4235.0,0.0,5039.40803,0.0,1.0,58.08771,15.0,,,-4292.691,-5039.40803,-4572.15162
2.0,1500.0,0.01,3.0,3.0,0.0,0.48815,0.62901,3619.66153,9845.5699,4103.2364,0.48815,4205.0,4283.0,1147.83771,5039.40803,0.0,1.0,58.08771,15.0,,,-4292.691,-5039.40803,-4572.15162
3.0,1500.0,0.01,4.0,3.0,0.0,0.48804,0.62901,3619.66153,9843.38338,4103.2364,0.48804,4205.0,4302.0,1084.48103,5039.40803,0.0,1.0,58.08771,15.0,,,-4292.691,-5039.40803,-4572.15162
4.0,1500.0,0.01,5.0,3.0,0.0,0.48815,0.62901,3619.66153,9845.5699,4103.2364,0.48815,4205.0,4234.0,50.0,5039.40803,0.0,1.0,58.08771,15.0,,,-4292.691,-5039.40803,-4572.15162
5.0,1500.0,0.01,6.0,3.0,0.0,0.48815,0.62901,3619.66153,9845.5699,4103.2364,0.48815,4205.0,4234.0,0.0,5039.40803,0.0,1.0,58.08771,15.0,,,-4292.691,-5039.40803,-4572.15162
0.0,1500.0,0.01,1.0,3.0,0.0,0.49794,0.62136,3681.49468,9784.07705,4416.02934,0.49794,4204.0,4313.0,901.85422,4912.17276,0.0,1.0,57.95422,15.0,,,-4312.552,-4912.17276,-4395.03248
1.0,1500.0,0.01,2.0,3.0,0.0,0.49794,0.62136,3681.49468,9784.07705,4416.02934,0.49794,4204.0,4235.0,0.0,4912.17276,0.0,1.0,57.95422,15.0,,,-4312.552,-4912.17276,-4395.03248
2.0,1500.0,0.01,3.0,3.0,0.0,0.49794,0.62136,3681.49468,9784.07705,4416.02934,0.49794,4204.0,4282.0,1147.70422,4912.17276,0.0,1.0,57.95422,15.0,,,-4312.552,-4912.17276,-4395.03248
3.0,1500.0,0.01,4.0,3.0,0.0,0.49755,0.62136,3681.49468,9776.41026,4466.75466,0.49755,4204.0,4282.0,1084.34754,4912.17276,0.0,1.0,57.95422,15.0,,,-4312.552,-4912.17276,-4395.03248
4.0,1500.0,0.01,5.0,3.0,0.0,0.49794,0.62136,3681.49468,9784.07705,4416.02934,0.49794,4204.0,4236.0,50.0,4912.17276,0.0,1.0,57.95422,15.0,,,-4312.552,-4912.17276,-4395.03248
5.0,1500.0,0.01,6.0,3.0,0.0,0.49794,0.62136,3681.49468,9784.07705,4416.02934,0.49794,4204.0,4238.0,0.0,4912.17276,0.0,1.0,57.95422,15.0,,,-4312.552,-4912.17276,-4395.03248
0.0,1500.0,0.05,1.0,5.0,0.0,0.56865,0.71096,3837.10225,13153.63114,10641.58189,0.56865,4203.0,55023.0,705.39901,5673.8305,0.0,1.0,52.89901,-1425.0,,,-3609.934,-5673.8305,-5196.17126
1.0,1500.0,0.05,2.0,5.0,0.0,0.56443,0.71096,3837.10225,13026.33995,10641.58189,0.56443,4203.0,55033.0,252.89901,5673.8305,0.0,3.0,52.89901,-1425.0,,,-3609.934,-5673.8305,-5196.17126
