7265      0.051
3218 6      0.055       0.005 Loop       
3218 4      0.051       0.005 Loop       
3218 10      0.055       0.005 Loop       
3348 7      0.299       0.048 Solve Fini schedule (319525)
3218 8      0.072       0.005 Loop       
3217 9      0.930       0.005 Loop       
3348 5      0.083       0.048 GAMS Fini   
3294 1      0.081       0.018 Equation   Objective (1)
3218 3      0.079       0.005 Loop       
3218 2      0.107       0.005 Loop       
