"iter1",-276.795,2.000
"iter2",-276.795,2.000
"iter3",-276.053,2.000
"iter4",-276.053,2.000
"iter5",-276.053,2.000
"iter6",-276.053,2.000
"iter7",-276.053,3.000
"iter8",-276.053,2.000
"iter9",-276.053,3.000
"iter10",-276.053,2.000
"iter11",-276.053,3.000
"iter12",-276.053,2.000
"iter13",-276.053,2.000
"iter14",-276.053,2.000
"iter15",-276.053,2.000
"iter16",-276.053,2.000
"iter17",-276.053,2.000
"iter18",-276.053,2.000
"iter19",-276.053,2.000
"iter20",-275.864,2.000
"iter21",-275.177,2.000
"iter22",-275.177,2.000
"iter23",-275.009,2.000
"iter24",-275.009,2.000
"iter25",-274.276,2.000
"iter26",-273.133,2.000
"iter27",-273.043,2.000
"iter28",-273.043,2.000
"iter29",-273.022,1.000
"iter30",-273.022,0.000
