5536      0.034
3256 6      0.289       0.048 Solve Fini schedule (319525)
3202 1      0.102       0.018 Equation   Objective (1)
3129 2      0.039       0.005 Loop       
3129 5      0.047       0.005 Loop       
3256 9      0.080       0.048 GAMS Fini   
3128 10      0.689       0.005 Loop       
3204 8      0.043       0.035 Equation   Const1 (34500)
3129 4      0.057       0.005 Loop       
3129 7      0.073       0.005 Loop       
3129 3      0.069       0.005 Loop       
