"iter1",-264.914,4.000
"iter2",-261.109,2.000
"iter3",-257.327,2.000
"iter4",-257.327,2.000
"iter5",-256.109,2.000
"iter6",-256.109,2.000
"iter7",-256.109,2.000
"iter8",-256.109,2.000
"iter9",-254.825,3.000
"iter10",-254.825,1.000
"iter11",-254.825,2.000
"iter12",-254.825,2.000
"iter13",-254.825,3.000
"iter14",-254.825,2.000
"iter15",-254.825,2.000
"iter16",-254.825,2.000
"iter17",-254.825,2.000
"iter18",-254.825,2.000
"iter19",-254.825,2.000
"iter20",-254.825,2.000
"iter21",-254.825,2.000
"iter22",-254.825,2.000
"iter23",-254.825,2.000
"iter24",-254.825,2.000
"iter25",-254.825,2.000
"iter26",-254.825,2.000
"iter27",-254.825,2.000
"iter28",-254.825,2.000
"iter29",-254.825,2.000
"iter30",-254.825,1.000
