,Omega,Tolerance,Step Size Rule,Iterations,Converged?,Gap LR,Gap Naive,Obj. Naive,Obj. LR (UB),"Obj. LR (LB),",Gap,Time Naive,Time LR,Final Lambda,LB Heuristic,BBP,Best iter,Lambda best iter,Gamma best iter,Obj. LR,Time,QP,IR,AP
0,100.0,0.01,1.0,2.0,0.0,0.40093,0.29501,5788.57868,8411.37701,6490.72724,0.31182,4201.0,4200.0,855.02729,5039.00136,0.0,1.0,856.18729,1.0,,,-5794.422,-5039.00136,-4364.58966
1,100.0,0.01,2.0,3.0,0.0,0.40093,0.29501,5788.57868,8411.37701,6490.72724,0.31182,4201.0,4202.0,656.18729,5039.00136,0.0,1.0,856.18729,1.0,,,-5794.422,-5039.00136,-4364.58966
2,100.0,0.01,3.0,2.0,0.0,0.40068,0.29501,5788.57868,8407.9162,6489.72724,0.31153,4201.0,4200.0,854.43729,5039.00136,0.0,2.0,855.18729,1.0,,,-5794.422,-5039.00136,-4364.58966
3,100.0,0.01,4.0,2.0,0.0,0.40068,0.29501,5788.57868,8407.9162,6489.72724,0.31153,4201.0,4201.0,854.48018,5039.00136,0.0,2.0,855.18729,1.0,,,-5794.422,-5039.00136,-4364.58966
4,100.0,0.01,5.0,4.0,0.0,0.4015,0.29501,5788.57868,8419.41412,6490.72724,0.31247,4201.0,4203.0,881.18729,5039.00136,0.0,1.0,856.18729,1.0,,,-5794.422,-5039.00136,-4364.58966
5,100.0,0.01,6.0,3.0,0.0,0.4015,0.29501,5788.57868,8419.41412,6490.72724,0.31247,4201.0,4201.0,0.0,5039.00136,0.0,1.0,856.18729,1.0,,,-5794.422,-5039.00136,-4364.58966
