667      0.006
541 9      0.155       0.009 Equation   Const_5 (2300)
538 10      0.285       0.008 Equation   Const_4_2 (2200)
535 7      0.235       0.008 Equation   Const_4_1 (2200)
545 2      0.204       0.009 Equation   Const_6 (2300)
530 6      0.190       0.007 Equation   Const_3_2 (2300)
527 3      0.254       0.007 Equation   Const_3_1 (2300)
511 4      0.327       0.006 Equation   Const1_1 (2400)
502 5      0.012       0.004 Equation   Objective (1)
597 1      1.327       0.010 Solve Fini schedule (73525)
597 8      0.610       0.010 GAMS Fini   
