3375      0.024
2012 8      0.025       0.004 Loop       
2012 7      0.025       0.004 Loop       
2088 9      0.058       0.012 Equation   Objective (1)
2012 3      0.025       0.004 Loop       
2012 10      0.024       0.004 Loop       
2016 2      0.024       0.004 Assignment dummy (900)
2145 1      0.262       0.030 Solve Fini schedule (191725)
2011 4      0.370       0.004 Loop       
2145 5      0.149       0.030 GAMS Fini   
2012 6      0.032       0.004 Loop       
