"Omega","Tolerance","Step Size Rule","Iterations","Converged?","Gap LR","Gap Naive","Obj. Naive","Obj. LR (UB)","Obj. LR (LB),","Gap","Time Naive","Time LR","Final Lambda","LB Heuristic","BBP","Best iter","Lambda best iter","Gamma best iter"
100.00000,0.05000,6.00000,10.00000,0.00000,0.01988,0.00000,279.60035,285.27284,285.27284,0.01988,366.00000,159.00000,2.61658,279.60035,0.00000,6.00000,2.97111,3.00000
