,Solar: actuals,Solar: forecasts,Solar: quicklow_diverse1,Solar: quicklow_diverse2,Solar: quicklow_diverse3,Solar: quicklow_diverse4,Solar: quickhigh_diverse1,Solar: quickhigh_diverse2,Solar: quickhigh_diverse3,Solar: quickhigh_diverse4
Probability,1.0,1.0,0.11036564042975656,0.1544208767800251,0.1455794794934708,0.08963400329674744,0.08963400329674748,0.14557947949347078,0.15442087678002514,0.11036564042975654
2014-03-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-12 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-12 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-12 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-12 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-12 06:00:00,0.0,130.56557436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-12 07:00:00,0.09999599999999997,262.02594288,126.12595886928679,126.12595886928679,126.12595886928679,126.12595886928679,202.66489028376012,202.66489028376012,202.66489028376012,202.66489028376012
2014-03-12 08:00:00,5.399999279999999,420.85456608,279.6201724185736,279.6201724185736,279.6201724185736,279.6201724185736,432.69803524752024,432.69803524752024,432.69803524752024,432.69803524752024
2014-03-12 09:00:00,15.499999319999999,538.3739197200001,391.80511640786045,391.80511640786045,391.80511640786045,391.80511640786045,621.4219106512804,621.4219106512804,621.4219106512804,621.4219106512804
2014-03-12 10:00:00,298.19999976,463.87641768,311.9732047171471,311.9732047171471,311.9732047171471,311.9732047171471,618.1289303750405,618.1289303750405,618.1289303750405,618.1289303750405
2014-03-12 11:00:00,774.19999956,679.73722128,522.4995986664339,522.4995986664339,522.4995986664339,522.4995986664339,905.1942557388006,905.1942557388006,905.1942557388006,905.1942557388006
2014-03-12 12:00:00,576.8000004,809.4763123200001,610.7001360784766,669.4504169454251,720.4231839940064,779.9893162360994,897.7211288827516,956.4714097497001,1007.4441767982814,1067.0103090403745
2014-03-12 13:00:00,928.0000001999999,897.86750196,657.5527720905189,775.0533338244161,876.9988679215786,996.1311324057647,848.9001006267023,966.4006623605994,1068.346196457762,1187.478460941948
2014-03-12 14:00:00,937.59999996,726.0427933200001,444.1895098225615,620.4403524234073,773.3586535691511,952.0570502954301,539.8631740906533,716.1140166914989,869.0323178372428,1047.7307145635218
2014-03-12 15:00:00,1000.59999936,568.05075132,244.65891419460394,479.6600376623983,683.5511058567233,921.8156348250953,244.65891419460394,479.6600376623983,683.5511058567233,921.8156348250953
2014-03-12 16:00:00,500.29999968,408.93034104,150.2168713396831,338.2177701139186,501.3306246693786,691.9422478440763,150.2168713396831,338.2177701139186,501.3306246693786,691.9422478440763
2014-03-12 17:00:00,439.20000072,241.13080367999999,47.09570140476234,188.09637548543895,310.43101640203395,453.3897337830572,47.09570140476234,188.09637548543895,310.43101640203395,453.3897337830572
2014-03-12 18:00:00,183.4999998,167.25777276,37.90103790984156,131.9014872969593,213.4579145746893,308.7637261620381,37.90103790984156,131.9014872969593,213.4579145746893,308.7637261620381
2014-03-12 19:00:00,68.00000064000001,102.71198028,38.03361285492079,85.03383754847965,125.81205118734466,173.46495698101907,38.03361285492079,85.03383754847965,125.81205118734466,173.46495698101907
2014-03-12 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-12 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-12 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-12 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
