"Omega","Tolerance","Step Size Rule","Iterations","Converged?","Gap LR","Gap Naive","Obj. Naive","Obj. LR","Gap","Time Naive","Time LR","Final Lambda","LB Heuristic","Heuristic Time"
1500.00000,0.03000,6.00000,2.00000,0.00000,0.02631,0.15297,236.55075,248.81654,0.02631,4211.00000,2422.00000,0.38191,242.27095,50.00000
