523      0.005
536 1      1.237       0.010 Solve Fini schedule (73525)
484 10      0.127       0.009 Equation   Const_6 (2300)
480 8      0.249       0.009 Equation   Const_5 (2300)
477 5      0.239       0.008 Equation   Const_4_2 (2200)
474 3      0.249       0.008 Equation   Const_4_1 (2200)
469 4      0.217       0.007 Equation   Const_3_2 (2300)
466 7      0.218       0.007 Equation   Const_3_1 (2300)
450 6      0.332       0.006 Equation   Const1_1 (2400)
441 2      0.014       0.004 Equation   Objective (1)
536 9      0.674       0.010 GAMS Fini   
