5536      0.035
3129 9      0.064       0.005 Loop       
3129 5      0.044       0.005 Loop       
3129 8      0.057       0.005 Loop       
3129 7      0.036       0.005 Loop       
3256 6      0.175       0.048 Solve Fini schedule (319525)
3129 1      0.069       0.005 Loop       
3202 3      0.078       0.018 Equation   Objective (1)
3256 10      0.080       0.048 GAMS Fini   
3128 2      0.634       0.005 Loop       
3210 4      0.045       0.047 Equation   Const_chance_1 (36000)
