2301      0.020
905 6      0.079       0.029 Equation   Const_4_1 (13200)
878 3      0.024       0.018 Equation   Const1_1 (14400)
869 1      0.080       0.011 Equation   Objective (1)
774 4      0.073       0.005 Loop       
899 8      0.045       0.026 Equation   Const_3_2 (13800)
959 7      0.308       0.040 Solve Fini schedule (441025)
959 9      0.062       0.040 GAMS Fini   
896 5      0.069       0.022 Equation   Const_3_1 (13800)
909 10      0.050       0.032 Equation   Const_4_2 (13200)
918 2      0.025       0.040 Equation   Const_6 (13800)
