,iter1,iter2,iter3,iter4,iter5,iter6,iter7,iter8,iter9,iter10,iter11,iter12,iter13,iter14,iter15,iter16,iter17,iter18,iter19,iter20,iter21,iter22,iter23,iter24,iter25,iter26,iter27,iter28,iter29,iter30
t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t8,0,0,0,0,0,0,0,0.95,1.58,0.95,0,0,0,0,0,0,0,0,0.34,7.61,8.41,7.49,5.32,5.32,2.37,3.932,6.63,1.39,2.37,0
t9,32.58,32.58,32.58,32.58,32.58,32.58,33.26,70.03,69.26,67.68,37.09,33.26,35.33,44.01,44.01,44.01,44.01,44.01,60.97,69.43,44.71,44.71,45.66,45.66,45.525,45.66,61.43,27.56,39.66,27.56
t10,166.407,276.297,276.297,284.277,294.167,298.777,298.097,600.33,614.01,600.33,572.73,570.21,571.366,591.55,591.2,586.49,579.98,579.98,603.1,549.208,559.04,553.01,566.036,558.79,517.89,516.49,493.58,485.14,516.49,486.266
t11,724.39,609.38,609.38,609.38,609.38,613.65,613.65,654.27,654.27,654.27,663.74,683.353,703.93,723.98,723.98,723.98,599.9,599.9,768.102,713.69,714.986,717.97,717.97,725.216,768.615,750.077,752.95,772.09,680.458,702.38
t12,241.2,241.2,241.2,241.2,241.2,241.2,241.2,830.13,861.72,867.82,418.6,418.6,418.6,454.005,450.081,469.495,605.885,605.885,808.458,843.35,908.167,908.815,857.576,857.97,876.7,852.64,709.235,874.709,799.74,810.96
t13,598.68,598.68,598.68,598.68,598.68,598.68,598.68,935.99,924.876,924.07,758.08,758.08,758.08,758.08,758.08,758.08,949.564,996.245,921,941.118,921.59,924.856,913.05,911.35,867.558,904.65,831.57,907.423,893.27,896.51
t14,917.09,917.09,917.09,917.09,917.09,917.09,917.09,1025.259,993.3,990.332,993.3,994.73,994.73,939.828,923.98,975.02,967.851,942.55,923.634,1012.239,858.356,860.006,857.564,857.534,851.096,850.724,863.345,858.328,820.26,826.987
t15,668.31,668.31,668.31,668.31,668.31,668.31,668.31,930.6,930.06,930.06,1011.59,1003.49,984.02,958.52,968.045,975.006,982.79,959.735,985.15,873.07,873.13,892.09,890.48,890.48,898.086,899.124,898.01,927.6,942.18,942.15
t16,969.12,974.24,974.24,966.26,956.37,947.49,947.49,921.65,928.494,929.19,938.72,934.11,930.6,924.3,930.6,897.33,892.78,883.97,904.88,893.92,917.68,926.77,913.575,913.42,919.564,913.23,911.04,881.77,867.42,867.42
t17,754.37,765.68,766.96,766.96,766.96,776.21,765.61,822.03,817.11,820.32,817.11,817.11,817.11,817.11,820.39,794.36,774.36,783.17,778.68,791.82,789.73,791.13,796.55,798.035,794.56,791.82,794.01,787.41,801.76,794.32
t18,860.18,848.87,847.59,847.59,847.59,838.34,839.64,847.59,847.59,847.59,847.59,847.59,847.59,847.59,847.59,847.59,867.3,867.3,861.29,861.29,829.33,799.2,799.2,799.2,799.2,799.2,799.2,799.2,799.2,806.64
t19,171.12,171.12,171.12,171.12,171.12,171.12,180.42,189.6,193.54,193.54,189.65,188.92,188.92,185.32,185.07,181.79,193.54,193.54,183.13,180.95,190.783,191.729,191.01,191.01,185.06,189.436,198.79,186.883,186,186.03
t20,135.53,135.53,135.53,135.53,135.53,135.53,135.53,118.48,111.49,118.571,136.57,136.57,136.57,136.57,136.57,136.15,129.24,129.24,119.98,123.23,119.36,122.648,132.55,131.22,133.37,137.03,117.53,132.91,133.28,133.28
t21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t24,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480
