5536      0.033
3256 2      0.252       0.048 Solve Fini schedule (319525)
3128 1      0.678       0.005 Loop       
3129 8      0.042       0.005 Loop       
3202 4      0.081       0.018 Equation   Objective (1)
3129 7      0.047       0.005 Loop       
3129 10      0.033       0.005 Loop       
3129 5      0.061       0.005 Loop       
3256 3      0.144       0.048 GAMS Fini   
3204 9      0.036       0.035 Equation   Const1 (34500)
3129 6      0.057       0.005 Loop       
