1.000,-314.016
2.000,-313.836
3.000,-328.919
4.000,-309.047
5.000,-279.675
6.000,-293.168
7.000,-326.409
8.000,-313.111
9.000,-296.029
10.000,-292.702
11.000,-300.639
12.000,-316.842
13.000,-293.930
14.000,-331.656
15.000,-275.399
16.000,-291.907
17.000,-286.558
18.000,-306.394
19.000,-313.868
20.000,-272.262
21.000,-319.854
22.000,-330.729
23.000,-295.756
24.000,-354.304
25.000,-310.122
26.000,-306.197
27.000,-313.050
28.000,-281.105
29.000,-319.485
30.000,-287.773
31.000,-312.962
32.000,-297.141
33.000,-294.150
34.000,-295.542
35.000,-289.228
36.000,-292.686
37.000,-327.090
38.000,-307.939
39.000,-300.236
40.000,-318.997
41.000,-339.980
42.000,-325.513
43.000,-343.500
44.000,-289.133
45.000,-306.698
46.000,-320.213
47.000,-297.630
48.000,-294.005
49.000,-292.155
50.000,-302.314
51.000,-317.853
52.000,-313.253
53.000,-294.573
54.000,-305.987
55.000,-309.684
56.000,-309.912
57.000,-274.370
58.000,-317.004
59.000,-295.180
60.000,-297.964
61.000,-290.572
62.000,-280.095
63.000,-321.431
64.000,-286.980
65.000,-284.181
66.000,-304.276
67.000,-301.132
68.000,-309.516
69.000,-292.488
70.000,-316.175
71.000,-294.988
72.000,-299.736
73.000,-308.425
74.000,-304.286
75.000,-290.077
76.000,-287.334
77.000,-301.948
78.000,-286.054
79.000,-283.655
80.000,-337.355
81.000,-283.244
82.000,-299.973
83.000,-307.318
84.000,-313.227
85.000,-321.824
86.000,-312.269
87.000,-323.851
88.000,-322.833
89.000,-310.398
90.000,-299.314
91.000,-282.554
92.000,-298.147
93.000,-312.646
94.000,-309.593
95.000,-303.282
96.000,-314.379
97.000,-319.670
98.000,-302.843
99.000,-330.302
100.000,-284.993
101.000,-266.784
102.000,-290.366
103.000,-307.476
104.000,-322.514
105.000,-318.760
106.000,-294.914
107.000,-310.989
108.000,-304.909
109.000,-295.706
110.000,-297.915
111.000,-301.097
112.000,-257.963
113.000,-305.646
114.000,-318.614
115.000,-294.377
