"Omega","Tolerance","Step Size Rule","Iterations","Converged?","Gap LR","Obj. LR","Gap","Time LR","Final Lambda","LB Heuristic"
100.00000,0.01000,3.00000,1.00000,1.00000,"UNDF",0.00000,"UNDF",0.00000,0.00000,0.00000
