235      0.002
597 5      0.303       0.010 Solve Fini schedule (73525)
545 1      0.267       0.009 Equation   Const_6 (2300)
541 4      0.213       0.009 Equation   Const_5 (2300)
538 2      0.271       0.008 Equation   Const_4_2 (2200)
597 6      0.319       0.010 GAMS Fini   
535 3      0.218       0.008 Equation   Const_4_1 (2200)
530 7      0.126       0.007 Equation   Const_3_2 (2300)
502 10      0.034       0.004 Equation   Objective (1)
511 9      0.103       0.006 Equation   Const1_1 (2400)
527 8      0.115       0.007 Equation   Const_3_1 (2300)
