667      0.009
480 10      0.202       0.009 Equation   Const_5 (2300)
477 9      0.351       0.008 Equation   Const_4_2 (2200)
474 4      0.339       0.008 Equation   Const_4_1 (2200)
469 2      0.354       0.007 Equation   Const_3_2 (2300)
466 3      0.310       0.007 Equation   Const_3_1 (2300)
484 5      0.216       0.009 Equation   Const_6 (2300)
450 7      0.307       0.006 Equation   Const1_1 (2400)
441 8      0.299       0.004 Equation   Objective (1)
536 6      0.822       0.010 GAMS Fini   
536 1      1.516       0.010 Solve Fini schedule (73525)
